Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,Draft,-9999
3772,Saquon Barkley,20,5,0,1,23,Sun,8,8,10/30/2022,25-263,NYG,@,SEA,L 13-27,23,53,62,62,0,0,0,0,0,0,20,53,2.7,1,4,5,3,9,3,0,60,1.8,1,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3773,Saquon Barkley,35,1,0,1,36,Sun,9,10,11/13/2022,25-277,NYG,,HOU,W 24-16,36,152,160,160,0,0,0,0,0,0,35,152,4.3,1,7,1,1,8,8,0,100,8,0,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3774,Saquon Barkley,15,5,0,0,17,Sun,10,11,11/20/2022,25-284,NYG,,DET,L 18-31,17,22,35,35,0,0,0,0,0,0,15,22,1.5,0,,5,2,13,6.5,0,40,2.6,,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
3775,Saquon Barkley,11,6,0,1,15,Thu,11,12,11/24/2022,25-288,NYG,@,DAL,L 20-28,15,39,52,52,0,0,0,0,0,0,11,39,3.5,1,3,6,4,13,3.3,0,66.7,2.2,0,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3776,Saquon Barkley,18,5,0,1,23,Sun,12,13,12/4/2022,25-298,NYG,,WAS,T 20-20 (OT),23,63,81,81,0,0,0,0,0,0,18,63,3.5,1,4,5,5,18,3.6,0,100,3.6,1,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3777,Saquon Barkley,9,2,0,0,11,Sun,13,14,12/11/2022,25-305,NYG,,PHI,L 22-48,11,28,48,48,0,0,0,0,0,0,9,28,3.1,0,1,2,2,20,10,0,100,10,1,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
3778,Saquon Barkley,18,8,0,1,23,Sun,14,15,12/18/2022,25-312,NYG,@,WAS,W 20-12,23,87,120,120,0,0,0,0,0,0,18,87,4.8,1,9,8,5,33,6.6,0,62.5,4.1,2,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3779,Saquon Barkley,14,10,0,1,22,Sat,15,16,12/24/2022,25-318,NYG,@,MIN,L 24-27,22,84,133,133,0,0,0,0,0,0,14,84,6,1,4,10,8,49,6.1,0,80,4.9,2,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3780,Saquon Barkley,12,4,0,0,14,Sun,16,17,1/1/2023,25-326,NYG,,IND,W 38-10,14,58,53,53,0,0,0,0,0,0,12,58,4.8,0,2,4,2,-5,-2.5,0,50,-1.3,0,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
3781,Tyler Badie,1,1,0,1,2,Sun,17,18,1/8/2023,22-335,DEN,,LAC,W 31-28,2,0,24,24,0,0,0,0,0,0,1,0,0,0,0,1,1,24,24,1,100,24,1,1,0,0,,0,0,,0,0,6,RB,6-196,BadiTy00
3782,Tutu Atwell,0,2,0,0,1,Sun,5,5,10/9/2022,23-002,LAR,,DAL,L 10-22,1,0,54,54,0,0,0,0,0,0,0,0,,0,0,2,1,54,54,0,50,27,1,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3783,Tutu Atwell,1,0,0,0,1,Sun,6,6,10/16/2022,23-009,LAR,,CAR,W 24-10,1,9,9,9,0,0,0,0,0,0,1,9,9,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3784,Tutu Atwell,0,1,0,1,1,Sun,10,11,11/20/2022,23-044,LAR,@,NOR,L 20-27,1,0,62,62,0,0,0,0,0,0,0,0,,0,0,1,1,62,62,1,100,62,1,1,0,0,,0,0,,0,0,6,WR,Feb-57,AtweTu00
3785,Tutu Atwell,0,2,0,0,2,Sun,11,12,11/27/2022,23-051,LAR,@,KAN,L 10-26,2,0,23,23,0,0,0,0,0,0,0,0,,0,0,2,2,23,11.5,0,100,11.5,2,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3786,Tutu Atwell,4,5,0,0,6,Sun,12,13,12/4/2022,23-058,LAR,,SEA,L 23-27,6,23,71,71,0,0,0,0,0,0,4,23,5.8,0,1,5,2,48,24,0,40,9.6,2,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3787,Tutu Atwell,2,9,0,0,7,Thu,13,14,12/8/2022,23-062,LAR,,LVR,W 17-16,7,-5,45,45,0,0,0,0,0,0,2,-5,-2.5,0,0,9,5,50,10,0,55.6,5.6,2,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3788,Tutu Atwell,1,4,0,0,2,Mon,14,15,12/19/2022,23-073,LAR,@,GNB,L 12-24,2,-4,6,6,0,0,0,0,0,0,1,-4,-4,0,0,4,1,10,10,0,25,2.5,1,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3789,Tutu Atwell,0,2,0,0,2,Sun,15,16,12/25/2022,23-079,LAR,,DEN,W 51-14,2,0,14,14,0,0,0,0,0,0,0,0,,0,0,2,2,14,7,0,100,7,1,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3790,Tutu Atwell,0,5,0,0,2,Sun,16,17,1/1/2023,23-086,LAR,@,LAC,L 10-31,2,0,10,10,0,0,0,0,0,0,0,0,,0,,5,2,10,5,0,40,2,,0,0,0,,0,0,,0,0,0,WR,Feb-57,AtweTu00
3791,Tutu Atwell,1,3,0,1,3,Sun,17,18,1/8/2023,23-093,LAR,@,SEA,L 16-19 (OT),3,11,38,38,0,0,0,0,0,0,1,11,11,1,1,3,2,27,13.5,0,66.7,9,1,1,0,0,,0,0,,0,0,6,WR,Feb-57,AtweTu00
3792,Devin Asiasi,0,2,0,0,2,Sat,15,16,12/24/2022,25-132,CIN,@,NWE,W 22-18,2,0,5,5,0,0,0,0,0,0,0,0,,0,,2,2,5,2.5,0,100,2.5,,0,0,0,,0,0,,0,0,0,TE,Mar-91,AsiaDe00
3793,Mark Andrews,0,7,0,0,5,Sun,1,1,9/11/2022,27-005,BAL,@,NYJ,W 24-9,5,0,52,52,0,0,0,0,0,0,0,0,,0,0,7,5,52,10.4,0,71.4,7.4,3,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3794,Mark Andrews,1,11,0,1,10,Sun,2,2,9/18/2022,27-012,BAL,,MIA,L 38-42,10,3,107,107,0,0,0,0,0,0,1,3,3,0,1,11,9,104,11.6,1,81.8,9.5,6,1,0,0,,0,0,,0,0,6,TE,Mar-86,AndrMa00
3795,Mark Andrews,0,13,0,2,8,Sun,3,3,9/25/2022,27-019,BAL,@,NWE,W 37-26,8,0,89,89,0,0,0,0,0,0,0,0,,0,0,13,8,89,11.1,2,61.5,6.8,6,2,0,0,,0,0,,0,0,12,TE,Mar-86,AndrMa00
3796,Mark Andrews,0,5,0,0,2,Sun,4,4,10/2/2022,27-026,BAL,,BUF,L 20-23,2,0,15,15,0,0,0,0,0,0,0,0,,0,0,5,2,15,7.5,0,40,3,1,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3797,Mark Andrews,0,10,0,1,8,Sun,5,5,10/9/2022,27-033,BAL,,CIN,W 19-17,8,0,89,89,0,0,0,0,0,0,0,0,,0,0,10,8,89,11.1,1,80,8.9,5,1,0,0,,0,0,,0,0,6,TE,Mar-86,AndrMa00
3798,Mark Andrews,0,11,0,1,7,Sun,6,6,10/16/2022,27-040,BAL,@,NYG,L 20-24,7,0,106,106,0,0,0,0,0,0,0,0,,0,0,11,7,106,15.1,1,63.6,9.6,7,1,0,0,,0,0,,0,0,6,TE,Mar-86,AndrMa00
3799,Mark Andrews,1,2,0,0,1,Sun,7,7,10/23/2022,27-047,BAL,,CLE,W 23-20,1,4,4,4,0,0,0,0,0,0,1,4,4,0,1,2,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3800,Mark Andrews,0,5,0,0,3,Thu,8,8,10/27/2022,27-051,BAL,@,TAM,W 27-22,3,0,33,33,0,0,0,0,0,0,0,0,,0,0,5,3,33,11,0,60,6.6,1,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3801,Mark Andrews,0,8,0,0,6,Sun,10,11,11/20/2022,27-075,BAL,,CAR,W 13-3,6,0,63,63,0,0,0,0,0,0,0,0,,0,0,8,6,63,10.5,0,75,7.9,3,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3802,Mark Andrews,0,7,1,0,4,Sun,11,12,11/27/2022,27-082,BAL,@,JAX,L 27-28,4,0,50,50,0,1,0,0,0,0,0,0,,0,0,7,4,50,12.5,0,57.1,7.1,2,0,0,0,,0,0,,1,0,2,TE,Mar-86,AndrMa00
3803,Mark Andrews,1,7,0,0,5,Sun,12,13,12/4/2022,27-089,BAL,,DEN,W 10-9,5,1,54,54,0,0,0,0,0,0,1,1,1,0,1,7,4,53,13.3,0,57.1,7.6,2,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3804,Mark Andrews,0,6,0,0,2,Sun,13,14,12/11/2022,27-096,BAL,@,PIT,W 16-14,2,0,17,17,0,0,0,0,0,0,0,0,,0,0,6,2,17,8.5,0,33.3,2.8,2,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3805,Mark Andrews,0,7,0,0,3,Sat,14,15,12/17/2022,27-102,BAL,@,CLE,L 3-13,3,0,31,31,0,0,0,0,0,0,0,0,,0,0,7,3,31,10.3,0,42.9,4.4,2,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3806,Mark Andrews,0,5,0,0,3,Sat,15,16,12/24/2022,27-109,BAL,,ATL,W 17-9,3,0,45,45,0,0,0,0,0,0,0,0,,0,0,5,3,45,15,0,60,9,2,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3807,Mark Andrews,0,9,0,0,9,Sun,16,17,1/1/2023,27-117,BAL,,PIT,L 13-16,9,0,100,100,0,0,0,0,0,0,0,0,,0,0,9,9,100,11.1,0,100,11.1,6,0,0,0,,0,0,,0,0,0,TE,Mar-86,AndrMa00
3808,Tyler Allgeier,10,0,0,0,10,Sun,2,2,9/18/2022,22-156,ATL,@,LAR,L 27-31,10,30,30,30,0,0,1,0,0,0,10,30,3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3809,Tyler Allgeier,6,1,0,0,7,Sun,3,3,9/25/2022,22-163,ATL,@,SEA,W 27-23,7,25,30,30,0,0,0,0,0,0,6,25,4.2,0,1,1,1,5,5,0,100,5,1,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3810,Tyler Allgeier,10,1,0,0,11,Sun,4,4,10/2/2022,22-170,ATL,,CLE,W 23-20,11,84,104,104,0,0,0,0,0,0,10,84,8.4,0,2,1,1,20,20,0,100,20,1,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3811,Tyler Allgeier,13,0,0,0,13,Sun,5,5,10/9/2022,22-177,ATL,@,TAM,L 15-21,13,45,45,45,0,0,0,0,0,0,13,45,3.5,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3812,Tyler Allgeier,15,0,0,0,15,Sun,6,6,10/16/2022,22-184,ATL,,SFO,W 28-14,15,51,51,51,0,0,0,0,0,0,15,51,3.4,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3813,Tyler Allgeier,16,0,0,1,16,Sun,7,7,10/23/2022,22-191,ATL,@,CIN,L 17-35,16,50,50,50,0,0,0,0,0,0,16,50,3.1,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,5-151,AllgTy00
3814,Tyler Allgeier,14,3,0,1,17,Sun,8,8,10/30/2022,22-198,ATL,,CAR,W 37-34 (OT),17,39,85,85,0,0,0,0,0,0,14,39,2.8,0,2,3,3,46,15.3,1,100,15.3,2,1,0,0,,0,0,,0,0,6,RB,5-151,AllgTy00
3815,Tyler Allgeier,10,1,0,0,11,Sun,9,9,11/6/2022,22-205,ATL,,LAC,L 17-20,11,99,123,123,0,0,0,0,0,0,10,99,9.9,0,4,1,1,24,24,0,100,24,1,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3816,Tyler Allgeier,8,3,0,0,11,Thu,10,10,11/10/2022,22-209,ATL,@,CAR,L 15-25,11,20,3,3,0,0,0,0,0,0,8,20,2.5,0,1,3,3,-17,-5.7,0,100,-5.7,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3817,Tyler Allgeier,8,1,0,0,9,Sun,11,11,11/20/2022,22-219,ATL,,CHI,W 27-24,9,55,64,64,0,0,0,0,0,0,8,55,6.9,0,2,1,1,9,9,0,100,9,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3818,Tyler Allgeier,11,0,0,0,11,Sun,12,12,11/27/2022,22-226,ATL,@,WAS,L 13-19,11,54,54,54,0,0,0,0,0,0,11,54,4.9,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3819,Tyler Allgeier,10,0,0,0,10,Sun,13,13,12/4/2022,22-233,ATL,,PIT,L 16-19,10,52,52,52,0,0,0,0,0,0,10,52,5.2,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3820,Tyler Allgeier,17,1,0,1,18,Sun,14,15,12/18/2022,22-247,ATL,@,NOR,L 18-21,18,139,136,136,0,0,0,0,0,0,17,139,8.2,1,8,1,1,-3,-3,0,100,-3,0,1,0,0,,0,0,,1,0,8,RB,5-151,AllgTy00
3821,Tyler Allgeier,18,5,0,0,22,Sat,15,16,12/24/2022,22-253,ATL,@,BAL,L 9-17,22,74,117,117,0,0,0,0,0,0,18,74,4.1,0,4,5,4,43,10.8,0,80,8.6,2,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3822,Tyler Allgeier,20,1,0,1,21,Sun,16,17,1/1/2023,22-261,ATL,,ARI,W 20-19,21,83,95,95,0,0,0,0,0,0,20,83,4.2,1,6,1,1,12,12,0,100,12,1,1,0,0,,0,0,,0,0,6,RB,5-151,AllgTy00
3823,Tyler Allgeier,24,0,0,0,24,Sun,17,18,1/8/2023,22-268,ATL,,TAM,W 30-17,24,135,135,135,0,0,0,0,0,0,24,135,5.6,0,7,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,5-151,AllgTy00
3824,Keenan Allen,0,4,0,0,4,Sun,1,1,9/11/2022,30-137,LAC,,LVR,W 24-19,4,0,66,66,0,0,0,0,0,0,0,0,,0,0,4,4,66,16.5,0,100,16.5,2,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3825,Keenan Allen,0,2,0,0,2,Sun,7,7,10/23/2022,30-179,LAC,,SEA,L 23-37,2,0,11,11,0,0,0,0,0,0,0,0,,0,0,2,2,11,5.5,0,100,5.5,1,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3826,Keenan Allen,0,8,1,0,5,Sun,10,11,11/20/2022,30-207,LAC,,KAN,L 27-30,5,0,94,94,0,1,0,0,0,0,0,0,,0,0,8,5,94,18.8,0,62.5,11.8,3,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3827,Keenan Allen,0,7,0,1,5,Sun,11,12,11/27/2022,30-214,LAC,@,ARI,W 25-24,5,0,49,49,0,0,0,0,0,0,0,0,,0,0,7,5,49,9.8,1,71.4,7,4,1,0,0,,0,0,,0,0,6,WR,Mar-76,AlleKe00
3828,Keenan Allen,0,14,0,1,6,Sun,12,13,12/4/2022,30-221,LAC,@,LVR,L 20-27,6,0,88,88,0,0,0,0,0,0,0,0,,0,0,14,6,88,14.7,1,42.9,6.3,5,1,0,0,,0,0,,0,0,6,WR,Mar-76,AlleKe00
3829,Keenan Allen,0,14,0,0,12,Sun,13,14,12/11/2022,30-228,LAC,,MIA,W 23-17,12,0,92,92,0,0,0,0,0,0,0,0,,0,0,14,12,92,7.7,0,85.7,6.6,6,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3830,Keenan Allen,0,9,0,0,8,Sun,14,15,12/18/2022,30-235,LAC,,TEN,W 17-14,8,0,86,86,0,0,0,0,0,0,0,0,,0,0,9,8,86,10.8,0,88.9,9.6,4,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3831,Keenan Allen,0,14,0,0,11,Mon,15,16,12/26/2022,30-243,LAC,@,IND,W 20-3,11,0,104,104,0,0,0,0,0,0,0,0,,0,0,14,11,104,9.5,0,78.6,7.4,5,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3832,Keenan Allen,1,6,0,0,6,Sun,16,17,1/1/2023,30-249,LAC,,LAR,W 31-10,6,8,68,68,0,0,0,0,0,0,1,8,8,0,1,6,5,60,12,0,83.3,10,2,0,0,0,,0,0,,0,0,0,WR,Mar-76,AlleKe00
3833,Keenan Allen,0,11,0,2,8,Sun,17,18,1/8/2023,30-256,LAC,@,DEN,L 28-31,8,0,102,102,0,0,0,0,0,0,0,0,,0,0,11,8,102,12.8,2,72.7,9.3,7,2,0,0,,0,0,,0,0,12,WR,Mar-76,AlleKe00
3834,Josh Allen,10,0,0,1,10,Thu,1,1,9/8/2022,26-110,BUF,@,LAR,W 31-10,10,348,56,56,0,0,0,0,0,0,10,56,5.6,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,7-Jan,AlleJo02
3835,Josh Allen,1,0,0,0,1,Mon,2,2,9/19/2022,26-121,BUF,,TEN,W 41-7,1,323,10,10,0,0,0,0,0,0,1,10,10,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3836,Josh Allen,8,0,3,0,8,Sun,3,3,9/25/2022,26-127,BUF,@,MIA,L 19-21,8,429,47,46,0,3,1,-1,0,0,8,47,5.9,0,5,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3837,Josh Allen,11,0,1,1,11,Sun,4,4,10/2/2022,26-134,BUF,@,BAL,W 23-20,11,271,70,70,0,1,1,0,0,0,11,70,6.4,1,5,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,7-Jan,AlleJo02
3838,Josh Allen,5,0,0,0,5,Sun,5,5,10/9/2022,26-141,BUF,,PIT,W 38-3,5,466,42,42,0,0,0,0,0,0,5,42,8.4,0,2,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3839,Josh Allen,12,0,1,0,12,Sun,6,6,10/16/2022,26-148,BUF,@,KAN,W 24-20,12,350,32,32,0,1,0,0,0,0,12,32,2.7,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3840,Josh Allen,6,0,0,0,6,Sun,7,8,10/30/2022,26-162,BUF,,GNB,W 27-17,6,265,49,49,0,0,0,0,0,0,6,49,8.2,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3841,Josh Allen,9,0,2,2,9,Sun,8,9,11/6/2022,26-169,BUF,@,NYJ,L 17-20,9,269,86,86,0,2,1,0,0,0,9,86,9.6,2,7,0,0,0,,0,,,0,2,0,0,,0,0,,0,0,12,QB,7-Jan,AlleJo02
3842,Josh Allen,6,0,1,0,6,Sun,9,10,11/13/2022,26-176,BUF,,MIN,L 30-33 (OT),6,395,84,83,0,1,0,-1,0,0,6,84,14,0,4,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3843,Josh Allen,3,0,0,0,3,Sun,10,11,11/20/2022,26-183,BUF,,CLE,W 31-23,3,193,7,7,0,0,0,0,0,0,3,7,2.3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3844,Josh Allen,10,0,1,1,10,Thu,11,12,11/24/2022,26-187,BUF,@,DET,W 28-25,10,315,78,78,0,1,1,0,0,0,10,78,7.8,1,5,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,7-Jan,AlleJo02
3845,Josh Allen,8,0,1,0,8,Thu,12,13,12/1/2022,26-194,BUF,@,NWE,W 24-10,8,243,20,20,0,1,0,0,0,0,8,20,2.5,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3846,Josh Allen,10,0,0,1,10,Sun,13,14,12/11/2022,26-204,BUF,,NYJ,W 20-12,10,177,47,47,0,0,0,0,0,0,10,47,4.7,1,3,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,7-Jan,AlleJo02
3847,Josh Allen,10,0,2,0,10,Sat,14,15,12/17/2022,26-210,BUF,,MIA,W 32-29,10,373,77,77,0,2,0,0,0,0,10,77,7.7,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,1,0,2,QB,7-Jan,AlleJo02
3848,Josh Allen,6,0,1,1,6,Sat,15,16,12/24/2022,26-217,BUF,@,CHI,W 35-13,6,213,41,41,0,1,1,0,0,0,6,41,6.8,1,4,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,7-Jan,AlleJo02
3849,Josh Allen,9,0,0,0,9,Sun,16,18,1/8/2023,26-232,BUF,,NWE,W 35-23,9,253,16,16,0,0,0,0,0,0,9,16,1.8,0,3,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,7-Jan,AlleJo02
3850,Brandon Allen,3,0,0,0,3,Sun,9,9,11/6/2022,30-062,CIN,,CAR,W 42-21,3,21,-1,-1,0,0,0,0,0,0,3,-1,-0.3,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-201,AlleBr00
3851,Jordan Akins,0,4,0,1,3,Sun,3,3,9/25/2022,30-159,HOU,@,CHI,L 20-23,3,0,31,31,0,0,0,0,0,0,0,0,,0,0,4,3,31,10.3,1,75,7.8,2,1,0,0,,0,0,,0,0,6,TE,Mar-98,AkinJo00
3852,Jordan Akins,0,2,0,0,2,Sun,4,4,10/2/2022,30-166,HOU,,LAC,L 24-34,2,0,33,31,0,0,1,-2,0,0,0,0,,0,0,2,2,33,16.5,0,100,16.5,1,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3853,Jordan Akins,0,2,0,0,2,Sun,5,5,10/9/2022,30-173,HOU,@,JAX,W 13-6,2,0,22,22,0,0,0,0,0,0,0,0,,0,0,2,2,22,11,0,100,11,2,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3854,Jordan Akins,0,4,0,0,3,Sun,6,7,10/23/2022,30-187,HOU,@,LVR,L 20-38,3,0,68,68,0,0,0,0,0,0,0,0,,0,0,4,3,68,22.7,0,75,17,3,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3855,Jordan Akins,0,2,0,0,1,Sun,7,8,10/30/2022,30-194,HOU,,TEN,L 10-17,1,0,5,5,0,0,0,0,0,0,0,0,,0,,2,1,5,5,0,50,2.5,,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3856,Jordan Akins,0,3,0,0,3,Sun,9,10,11/13/2022,30-208,HOU,@,NYG,L 16-24,3,0,72,72,0,0,0,0,0,0,0,0,,0,0,3,3,72,24,0,100,24,2,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3857,Jordan Akins,0,3,0,0,2,Sun,10,11,11/20/2022,30-215,HOU,,WAS,L 10-23,2,0,8,8,0,0,0,0,0,0,0,0,,0,0,3,2,8,4,0,66.7,2.7,1,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3858,Jordan Akins,0,5,1,1,5,Sun,11,12,11/27/2022,30-222,HOU,@,MIA,L 15-30,5,0,61,61,0,1,0,0,0,0,0,0,,0,0,5,5,61,12.2,1,100,12.2,4,1,0,0,,0,0,,0,0,6,TE,Mar-98,AkinJo00
3859,Jordan Akins,0,6,0,0,3,Sun,12,13,12/4/2022,30-229,HOU,,CLE,L 14-27,3,0,21,21,0,0,0,0,0,0,0,0,,0,0,6,3,21,7,0,50,3.5,1,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3860,Jordan Akins,0,2,0,0,1,Sun,13,14,12/11/2022,30-236,HOU,@,DAL,L 23-27,1,0,5,5,0,0,0,0,0,0,0,0,,0,,2,1,5,5,0,50,2.5,,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3861,Jordan Akins,0,6,0,1,3,Sun,14,15,12/18/2022,30-243,HOU,,KAN,L 24-30 (OT),3,0,22,22,0,0,0,0,0,0,0,0,,0,0,6,3,22,7.3,1,50,3.7,1,1,0,0,,0,0,,0,0,6,TE,Mar-98,AkinJo00
3862,Jordan Akins,0,3,0,0,3,Sat,15,16,12/24/2022,30-249,HOU,@,TEN,W 19-14,3,0,39,39,0,0,0,0,0,0,0,0,,0,0,3,3,39,13,0,100,13,1,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3863,Jordan Akins,0,3,0,0,2,Sun,16,17,1/1/2023,30-257,HOU,,JAX,L 3-31,2,0,38,38,0,0,0,0,0,0,0,0,,0,0,3,2,38,19,0,66.7,12.7,2,0,0,0,,0,0,,0,0,0,TE,Mar-98,AkinJo00
3864,Jordan Akins,0,8,0,2,4,Sun,17,18,1/8/2023,30-264,HOU,@,IND,W 32-31,4,0,70,70,0,0,0,0,0,0,0,0,,0,0,8,4,70,17.5,2,50,8.8,3,2,0,0,,0,0,,1,0,14,TE,Mar-98,AkinJo00
3865,Cam Akers,3,0,0,0,3,Thu,1,1,9/8/2022,23-078,LAR,,BUF,L 10-31,3,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
3866,Cam Akers,15,3,0,0,17,Sun,2,2,9/18/2022,23-088,LAR,,ATL,W 31-27,17,44,62,62,0,0,0,0,0,0,15,44,2.9,0,2,3,2,18,9,0,66.7,6,1,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
3867,Cam Akers,12,0,1,1,12,Sun,3,3,9/25/2022,23-095,LAR,@,ARI,W 20-12,12,61,61,61,0,1,0,0,0,0,12,61,5.1,1,3,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,RB,Feb-52,AkerCa00
3868,Cam Akers,8,1,0,0,8,Mon,4,4,10/3/2022,23-103,LAR,@,SFO,L 9-24,8,13,13,13,0,0,0,0,0,0,8,13,1.6,0,1,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
3869,Cam Akers,13,1,0,0,13,Sun,5,5,10/9/2022,23-109,LAR,,DAL,L 10-22,13,33,33,33,0,0,0,0,0,0,13,33,2.5,0,2,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
3870,Cam Akers,5,0,0,0,5,Sun,8,9,11/6/2022,23-137,LAR,@,TAM,L 13-16,5,3,3,3,0,0,0,0,0,0,5,3,0.6,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
3871,Cam Akers,6,1,0,0,6,Sun,9,10,11/13/2022,23-144,LAR,,ARI,L 17-27,6,22,22,22,0,0,0,0,0,0,6,22,3.7,0,2,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,RB,Feb-52,AkerCa00
