Rk,Player,Att,Tgt,Fmb,TD,Touch,Day,G#,Week,Date,Age,Team,,Opp,Result,Touch,TotOff,YScm,APYd,RtY,Fmb,FR,Yds,FRTD,FF,Att,Yds,Y/A,TD,1D,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Pos.,Draft,-9999
3671,Tom Brady,1,0,0,0,1,Sun,3,3,9/25/2022,45-053,TAM,,GNB,L 12-14,1,250,-1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3672,Tom Brady,3,0,0,0,3,Sun,5,5,10/9/2022,45-067,TAM,,ATL,W 21-15,3,348,-3,-3,0,0,0,0,0,0,3,-3,-1,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3673,Tom Brady,1,0,1,0,1,Sun,6,6,10/16/2022,45-074,TAM,@,PIT,L 18-20,1,229,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3674,Tom Brady,1,0,0,0,1,Sun,7,7,10/23/2022,45-081,TAM,@,CAR,L 3-21,1,277,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3675,Tom Brady,1,0,0,0,1,Thu,8,8,10/27/2022,45-085,TAM,,BAL,L 22-27,1,306,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3676,Tom Brady,6,1,0,0,6,Sun,10,10,11/13/2022,45-102,TAM,,SEA,W 21-16,6,255,-3,-3,0,0,0,0,0,0,6,-3,-0.5,0,0,1,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3677,Tom Brady,1,0,0,0,1,Sun,11,12,11/27/2022,45-116,TAM,@,CLE,L 17-23 (OT),1,231,2,2,0,0,0,0,0,0,1,2,2,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3678,Tom Brady,1,0,0,0,1,Mon,12,13,12/5/2022,45-124,TAM,,NOR,W 17-16,1,273,-1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3679,Tom Brady,2,0,0,0,2,Sun,13,14,12/11/2022,45-130,TAM,@,SFO,L 7-35,2,253,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3680,Tom Brady,2,0,2,0,2,Sun,14,15,12/18/2022,45-137,TAM,,CIN,L 23-34,2,305,1,7,0,2,0,6,0,0,2,1,0.5,0,0,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3681,Tom Brady,2,0,0,0,2,Sun,15,16,12/25/2022,45-144,TAM,@,ARI,W 19-16 (OT),2,282,1,1,0,0,0,0,0,0,2,1,0.5,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,QB,6-199,BradTo00
3682,Tom Brady,3,0,0,1,3,Sun,16,17,1/1/2023,45-151,TAM,,CAR,W 30-24,3,415,4,4,0,0,0,0,0,0,3,4,1.3,1,3,0,0,0,,0,,,0,1,0,0,,0,0,,0,0,6,QB,6-199,BradTo00
3683,Miles Boykin,0,1,0,0,1,Sun,5,5,10/9/2022,25-362,PIT,@,BUF,L 3-38,1,0,11,11,0,0,0,0,0,0,0,0,,0,0,1,1,11,11,0,100,11,1,0,0,0,,0,0,,0,0,0,WR,Mar-93,BoykMi00
3684,Miles Boykin,0,1,0,0,1,Sun,14,15,12/18/2022,26-067,PIT,@,CAR,W 24-16,1,0,0,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,100,0,,0,0,0,,0,0,,0,0,0,WR,Mar-93,BoykMi00
3685,Tyler Boyd,0,7,0,1,4,Sun,1,1,9/11/2022,27-300,CIN,,PIT,L 20-23 (OT),4,0,33,33,0,0,0,0,0,0,0,0,,0,0,7,4,33,8.3,1,57.1,4.7,3,1,0,0,,0,0,,0,0,6,WR,Feb-55,BoydTy00
3686,Tyler Boyd,0,2,0,0,2,Sun,2,2,9/18/2022,27-307,CIN,@,DAL,L 17-20,2,0,17,17,0,0,0,0,0,0,0,0,,0,,2,2,17,8.5,0,100,8.5,,0,0,0,,0,0,,1,0,2,WR,Feb-55,BoydTy00
3687,Tyler Boyd,0,5,0,1,4,Sun,3,3,9/25/2022,27-314,CIN,@,NYJ,W 27-12,4,0,105,105,0,0,0,0,0,0,0,0,,0,0,5,4,105,26.3,1,80,21,4,1,0,0,,0,0,,0,0,6,WR,Feb-55,BoydTy00
3688,Tyler Boyd,0,5,0,0,2,Thu,4,4,9/29/2022,27-318,CIN,,MIA,W 27-15,2,23,47,47,0,0,0,0,0,0,0,0,,0,0,5,2,47,23.5,0,40,9.4,1,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3689,Tyler Boyd,0,4,0,0,3,Sun,5,5,10/9/2022,27-328,CIN,@,BAL,L 17-19,3,-12,32,32,0,0,0,0,0,0,0,0,,0,0,4,3,32,10.7,0,75,8,2,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3690,Tyler Boyd,0,6,0,0,6,Sun,6,6,10/16/2022,27-335,CIN,@,NOR,W 30-26,6,0,66,66,0,0,0,0,0,0,0,0,,0,0,6,6,66,11,0,100,11,4,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3691,Tyler Boyd,0,9,0,1,8,Sun,7,7,10/23/2022,27-342,CIN,,ATL,W 35-17,8,0,155,155,0,0,0,0,0,0,0,0,,0,0,9,8,155,19.4,1,88.9,17.2,6,1,0,0,,0,0,,0,0,6,WR,Feb-55,BoydTy00
3692,Tyler Boyd,0,5,0,1,3,Mon,8,8,10/31/2022,27-350,CIN,@,CLE,L 13-32,3,0,38,38,0,0,0,0,0,0,0,0,,0,0,5,3,38,12.7,1,60,7.6,3,1,0,0,,0,0,,0,0,6,WR,Feb-55,BoydTy00
3693,Tyler Boyd,0,6,0,0,5,Sun,9,9,11/6/2022,27-356,CIN,,CAR,W 42-21,5,0,44,44,0,0,0,0,0,0,0,0,,0,0,6,5,44,8.8,0,83.3,7.3,2,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3694,Tyler Boyd,0,7,0,0,2,Sun,10,11,11/20/2022,28-005,CIN,@,PIT,W 37-30,2,0,42,42,0,0,0,0,0,0,0,0,,0,0,7,2,42,21,0,28.6,6,2,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3695,Tyler Boyd,0,4,0,0,2,Sun,11,12,11/27/2022,28-012,CIN,@,TEN,W 20-16,2,0,16,16,0,0,0,0,0,0,0,0,,0,0,4,2,16,8,0,50,4,1,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3696,Tyler Boyd,0,5,0,0,4,Sun,12,13,12/4/2022,28-019,CIN,,KAN,W 27-24,4,0,60,60,0,0,0,0,0,0,0,0,,0,0,5,4,60,15,0,80,12,4,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3697,Tyler Boyd,0,5,0,1,5,Sun,14,15,12/18/2022,28-033,CIN,@,TAM,W 34-23,5,0,35,35,0,0,0,0,0,0,0,0,,0,0,5,5,35,7,1,100,7,4,1,0,0,,0,0,,0,0,6,WR,Feb-55,BoydTy00
3698,Tyler Boyd,0,4,0,0,3,Sat,15,16,12/24/2022,28-039,CIN,@,NWE,W 22-18,3,0,21,21,0,0,0,0,0,0,0,0,,0,0,4,3,21,7,0,75,5.3,2,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3699,Tyler Boyd,0,7,0,0,5,Sun,16,18,1/8/2023,28-054,CIN,,BAL,W 27-16,5,0,51,51,0,0,0,0,0,0,0,0,,0,0,7,5,51,10.2,0,71.4,7.3,3,0,0,0,,0,0,,0,0,0,WR,Feb-55,BoydTy00
3700,Braxton Berrios,0,6,0,0,5,Sun,1,1,9/11/2022,26-340,NYJ,,BAL,L 9-24,5,0,37,115,78,0,0,0,0,0,0,0,,0,0,6,5,37,7.4,0,83.3,6.2,2,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3701,Braxton Berrios,2,0,0,0,2,Sun,2,2,9/18/2022,26-347,NYJ,@,CLE,W 31-30,2,22,22,113,91,0,0,0,0,0,2,22,11,0,1,0,0,0,,0,,,0,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3702,Braxton Berrios,1,1,0,0,1,Sun,3,3,9/25/2022,26-354,NYJ,,CIN,L 12-27,1,-2,-2,28,30,0,0,0,0,0,1,-2,-2,0,,1,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3703,Braxton Berrios,0,1,0,0,1,Sun,4,4,10/2/2022,26-361,NYJ,@,PIT,W 24-20,1,2,6,6,0,0,0,0,0,0,0,0,,0,0,1,1,6,6,0,100,6,0,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3704,Braxton Berrios,1,1,0,1,2,Sun,5,5,10/9/2022,27-003,NYJ,,MIA,W 40-17,2,15,14,75,61,0,0,0,0,0,1,15,15,1,1,1,1,-1,-1,0,100,-1,0,1,0,0,,0,0,,0,0,6,WR,6-210,BerrBr00
3705,Braxton Berrios,1,1,0,1,2,Sun,6,6,10/16/2022,27-010,NYJ,@,GNB,W 27-10,2,20,26,89,63,0,0,0,0,0,1,20,20,1,1,1,1,6,6,0,100,6,0,1,0,0,,0,0,,0,0,6,WR,6-210,BerrBr00
3706,Braxton Berrios,2,4,0,0,5,Sun,7,7,10/23/2022,27-017,NYJ,@,DEN,W 16-9,5,27,42,42,0,0,0,0,0,0,2,27,13.5,0,1,4,3,15,5,0,75,3.8,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3707,Braxton Berrios,0,2,0,0,1,Sun,9,9,11/6/2022,27-031,NYJ,,BUF,W 20-17,1,0,6,46,40,0,0,0,0,0,0,0,,0,0,2,1,6,6,0,50,3,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3708,Braxton Berrios,2,1,0,0,3,Sun,11,12,11/27/2022,27-052,NYJ,,CHI,W 31-10,3,9,13,51,38,0,0,0,0,0,2,9,4.5,0,1,1,1,4,4,0,100,4,0,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3709,Braxton Berrios,0,3,0,0,2,Sun,12,13,12/4/2022,27-059,NYJ,@,MIN,L 22-27,2,0,9,46,37,0,0,0,0,0,0,0,,0,0,3,2,9,4.5,0,66.7,3,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3710,Braxton Berrios,0,3,0,0,1,Sun,13,14,12/11/2022,27-066,NYJ,@,BUF,L 12-20,1,0,25,136,111,0,0,0,0,0,0,0,,0,0,3,1,25,25,0,33.3,8.3,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3711,Braxton Berrios,0,6,0,0,1,Sun,14,15,12/18/2022,27-073,NYJ,,DET,L 17-20,1,0,14,71,57,0,0,0,0,0,0,0,,0,0,6,1,14,14,0,16.7,2.3,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3712,Braxton Berrios,0,1,0,0,1,Sun,16,17,1/1/2023,27-087,NYJ,@,SEA,L 6-23,1,0,24,83,59,0,0,0,0,0,0,0,,0,0,1,1,24,24,0,100,24,1,0,0,0,,0,0,,0,0,0,WR,6-210,BerrBr00
3713,Giovani Bernard,1,0,1,0,1,Sun,14,15,12/18/2022,31-026,TAM,,CIN,L 23-34,1,0,0,0,0,1,1,0,0,0,1,0,0,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,Feb-37,BernGi00
3714,Giovani Bernard,7,2,0,0,9,Sun,17,18,1/8/2023,31-047,TAM,@,ATL,L 17-30,9,28,27,27,0,0,0,0,0,0,7,28,4,0,,2,2,-1,-0.5,0,100,-0.5,,0,0,0,,0,0,,0,0,0,RB,Feb-37,BernGi00
3715,Eno Benjamin,4,4,0,0,7,Sun,1,1,9/11/2022,23-151,ARI,,KAN,L 21-44,7,28,61,129,68,0,0,0,0,0,4,28,7,0,1,4,3,33,11,0,75,8.3,1,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3716,Eno Benjamin,8,4,0,0,11,Sun,2,2,9/18/2022,23-158,ARI,@,LVR,W 29-23 (OT),11,31,51,91,40,0,0,0,0,0,8,31,3.9,0,2,4,3,20,6.7,0,75,5,0,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3717,Eno Benjamin,5,4,0,0,7,Sun,3,3,9/25/2022,23-165,ARI,,LAR,L 12-20,7,16,23,23,0,0,0,0,0,0,5,16,3.2,0,1,4,2,7,3.5,0,50,1.8,0,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3718,Eno Benjamin,5,1,0,0,6,Sun,4,4,10/2/2022,23-172,ARI,@,CAR,W 26-16,6,36,45,88,43,0,0,0,0,0,5,36,7.2,0,1,1,1,9,9,0,100,9,1,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3719,Eno Benjamin,8,4,0,1,11,Sun,5,5,10/9/2022,23-179,ARI,,PHI,L 17-20,11,25,53,72,19,0,0,0,0,0,8,25,3.1,1,2,4,3,28,9.3,0,75,7,2,1,0,0,,0,0,,0,0,6,RB,7-222,BenjEn00
3720,Eno Benjamin,15,3,0,0,18,Sun,6,6,10/16/2022,23-186,ARI,@,SEA,L 9-19,18,37,65,65,0,0,0,0,0,0,15,37,2.5,0,1,3,3,28,9.3,0,100,9.3,2,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3721,Eno Benjamin,12,5,0,1,16,Thu,7,7,10/20/2022,23-190,ARI,,NOR,W 42-34,16,92,113,113,0,0,0,0,0,0,12,92,7.7,1,4,5,4,21,5.3,0,80,4.2,1,1,0,0,,0,0,,1,0,8,RB,7-222,BenjEn00
3722,Eno Benjamin,9,7,0,0,13,Sun,8,8,10/30/2022,23-200,ARI,@,MIN,L 26-34,13,22,45,45,0,0,0,0,0,0,9,22,2.4,0,2,7,4,23,5.8,0,57.1,3.3,2,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3723,Eno Benjamin,4,1,0,0,5,Sun,9,9,11/6/2022,23-207,ARI,,SEA,L 21-31,5,12,27,27,0,0,0,0,0,0,4,12,3,0,0,1,1,15,15,0,100,15,1,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3724,Eno Benjamin,3,0,0,0,3,Sun,13,14,12/11/2022,23-242,HOU,@,DAL,L 23-27,3,1,1,1,0,0,0,0,0,0,3,1,0.3,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3725,Eno Benjamin,2,1,0,0,3,Sun,16,17,1/1/2023,23-263,NOR,@,PHI,W 20-10,3,10,19,19,0,0,0,0,0,0,2,10,5,0,,1,1,9,9,0,100,9,,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3726,Eno Benjamin,2,0,0,0,2,Sun,17,18,1/8/2023,23-270,NOR,,CAR,L 7-10,2,3,3,3,0,0,0,0,0,0,2,3,1.5,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,RB,7-222,BenjEn00
3727,Daniel Bellinger,0,1,0,1,1,Sun,2,2,9/18/2022,21-361,NYG,,CAR,W 19-16,1,0,16,16,0,0,0,0,0,0,0,0,,0,0,1,1,16,16,1,100,16,1,1,0,0,,0,0,,0,0,6,TE,4-112,BellDa00
3728,Daniel Bellinger,0,5,0,0,4,Mon,3,3,9/26/2022,22-004,NYG,,DAL,L 16-23,4,0,40,40,0,0,0,0,0,0,0,0,,0,0,5,4,40,10,0,80,8,2,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3729,Daniel Bellinger,0,3,0,0,3,Sun,4,4,10/2/2022,22-010,NYG,,CHI,W 20-12,3,0,23,23,0,0,0,0,0,0,0,0,,0,0,3,3,23,7.7,0,100,7.7,1,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3730,Daniel Bellinger,1,3,0,1,3,Sun,5,5,10/9/2022,22-017,NYG,@,GNB,W 27-22,3,2,24,24,0,0,0,0,0,0,1,2,2,1,1,3,2,22,11,0,66.7,7.3,2,1,0,0,,0,0,,0,0,6,TE,4-112,BellDa00
3731,Daniel Bellinger,0,5,0,1,5,Sun,6,6,10/16/2022,22-024,NYG,,BAL,W 24-20,5,0,38,38,0,0,0,0,0,0,0,0,,0,0,5,5,38,7.6,1,100,7.6,3,1,0,0,,0,0,,0,0,6,TE,4-112,BellDa00
3732,Daniel Bellinger,0,1,0,0,1,Sun,7,7,10/23/2022,22-031,NYG,@,JAX,W 23-17,1,0,13,13,0,0,0,0,0,0,0,0,,0,0,1,1,13,13,0,100,13,1,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3733,Daniel Bellinger,0,5,0,0,5,Sun,12,13,12/4/2022,22-073,NYG,,WAS,T 20-20 (OT),5,0,24,24,0,0,0,0,0,0,0,0,,0,,5,5,24,4.8,0,100,4.8,,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3734,Daniel Bellinger,0,3,0,0,3,Sun,13,14,12/11/2022,22-080,NYG,,PHI,L 22-48,3,0,19,19,0,0,0,0,0,0,0,0,,0,0,3,3,19,6.3,0,100,6.3,2,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3735,Daniel Bellinger,0,4,0,0,1,Sun,14,15,12/18/2022,22-087,NYG,@,WAS,W 20-12,1,0,4,4,0,0,0,0,0,0,0,0,,0,,4,1,4,4,0,25,1,,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3736,Daniel Bellinger,0,2,1,0,2,Sat,15,16,12/24/2022,22-093,NYG,@,MIN,L 24-27,2,0,27,27,0,1,0,0,0,0,0,0,,0,,2,2,27,13.5,0,100,13.5,,0,0,0,,0,0,,1,0,2,TE,4-112,BellDa00
3737,Daniel Bellinger,0,3,0,0,3,Sun,16,17,1/1/2023,22-101,NYG,,IND,W 38-10,3,0,42,42,0,0,0,0,0,0,0,0,,0,0,3,3,42,14,0,100,14,2,0,0,0,,0,0,,0,0,0,TE,4-112,BellDa00
3738,David Bell,0,1,0,0,1,Sun,2,2,9/18/2022,21-278,CLE,,NYJ,L 30-31,1,0,6,6,0,0,0,0,0,0,0,0,,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3739,David Bell,0,1,0,0,1,Thu,3,3,9/22/2022,21-282,CLE,,PIT,W 29-17,1,0,6,18,12,0,0,0,0,0,0,0,,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3740,David Bell,0,3,0,0,2,Sun,4,4,10/2/2022,21-292,CLE,@,ATL,L 20-23,2,0,35,35,0,0,0,0,0,0,0,0,,0,0,3,2,35,17.5,0,66.7,11.7,1,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3741,David Bell,0,1,0,0,1,Sun,5,5,10/9/2022,21-299,CLE,,LAC,L 28-30,1,0,6,6,0,0,0,0,0,0,0,0,,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3742,David Bell,0,2,0,0,1,Sun,6,6,10/16/2022,21-306,CLE,,NWE,L 15-38,1,0,13,13,0,0,0,0,0,0,0,0,,0,,2,1,13,13,0,50,6.5,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3743,David Bell,0,1,0,0,1,Sun,7,7,10/23/2022,21-313,CLE,@,BAL,L 20-23,1,0,7,7,0,0,0,0,0,0,0,0,,0,,1,1,7,7,0,100,7,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3744,David Bell,0,2,0,0,2,Mon,8,8,10/31/2022,21-321,CLE,,CIN,W 32-13,2,0,27,27,0,0,0,0,0,0,0,0,,0,0,2,2,27,13.5,0,100,13.5,2,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3745,David Bell,0,5,0,0,3,Sun,9,10,11/13/2022,21-334,CLE,@,MIA,L 17-39,3,0,24,24,0,0,0,0,0,0,0,0,,0,0,5,3,24,8,0,60,4.8,1,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3746,David Bell,0,5,0,0,4,Sun,10,11,11/20/2022,21-341,CLE,@,BUF,L 23-31,4,0,22,22,0,0,0,0,0,0,0,0,,0,0,5,4,22,5.5,0,80,4.4,1,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3747,David Bell,0,6,0,0,4,Sun,11,12,11/27/2022,21-348,CLE,,TAM,W 23-17 (OT),4,0,23,23,0,0,0,0,0,0,0,0,,0,,6,4,23,5.8,0,66.7,3.8,,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3748,David Bell,0,3,0,0,3,Sun,13,14,12/11/2022,21-362,CLE,@,CIN,L 10-23,3,0,27,27,0,0,0,0,0,0,0,0,,0,0,3,3,27,9,0,100,9,1,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3749,David Bell,0,2,0,0,1,Sat,15,16,12/24/2022,22-010,CLE,,NOR,L 10-17,1,0,18,18,0,0,0,0,0,0,0,0,,0,0,2,1,18,18,0,50,9,1,0,0,0,,0,0,,0,0,0,WR,Mar-99,BellDa02
3750,Blake Bell,0,1,0,1,1,Sun,16,17,1/1/2023,31-147,KAN,,DEN,W 27-24,1,0,17,17,0,0,0,0,0,0,0,0,,0,0,1,1,17,17,1,100,17,1,1,0,0,,0,0,,0,0,6,TE,4-117,BellBl00
3751,Blake Bell,0,1,0,0,1,Sat,17,18,1/7/2023,31-153,KAN,@,LVR,W 31-13,1,0,3,3,0,0,0,0,0,0,0,0,,0,,1,1,3,3,0,100,3,,0,0,0,,0,0,,0,0,0,TE,4-117,BellBl00
3752,C.J. Beathard,1,0,0,0,1,Sun,3,3,9/25/2022,28-313,JAX,@,LAC,W 38-10,1,-1,-1,-1,0,0,0,0,0,0,1,-1,-1,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,QB,3-104,BeatC.00
3753,C.J. Beathard,3,0,0,0,3,Thu,15,16,12/22/2022,29-036,JAX,@,NYJ,W 19-3,3,-3,-3,-3,0,0,0,0,0,0,3,-3,-1,0,,0,0,0,,0,,,,0,0,0,,0,0,,0,0,0,QB,3-104,BeatC.00
3754,John Bates,0,3,0,0,2,Sun,2,2,9/18/2022,24-316,WAS,@,DET,L 27-36,2,0,15,15,0,0,0,0,0,0,0,0,,0,,3,2,15,7.5,0,66.7,5,,0,0,0,,0,0,,0,0,0,TE,4-124,BateJo00
3755,John Bates,0,6,1,0,4,Sun,4,4,10/2/2022,24-330,WAS,@,DAL,L 10-25,4,0,19,19,0,1,1,0,0,0,0,0,,0,0,6,4,19,4.8,0,66.7,3.2,1,0,0,0,,0,0,,0,0,0,TE,4-124,BateJo00
3756,John Bates,0,3,0,0,3,Sun,5,5,10/9/2022,24-337,WAS,,TEN,L 17-21,3,0,39,39,0,0,0,0,0,0,0,0,,0,0,3,3,39,13,0,100,13,1,0,0,0,,0,0,,0,0,0,TE,4-124,BateJo00
3757,John Bates,0,1,0,0,1,Sun,8,8,10/30/2022,24-358,WAS,@,IND,W 17-16,1,0,6,6,0,0,0,0,0,0,0,0,,0,,1,1,6,6,0,100,6,,0,0,0,,0,0,,0,0,0,TE,4-124,BateJo00
3758,John Bates,0,2,0,0,1,Sun,9,9,11/6/2022,25-000,WAS,,MIN,L 17-20,1,0,5,5,0,0,0,0,0,0,0,0,,0,0,2,1,5,5,0,50,2.5,1,0,0,0,,0,0,,0,0,0,TE,4-124,BateJo00
3759,John Bates,0,4,0,1,3,Sun,12,12,11/27/2022,25-021,WAS,,ATL,W 19-13,3,0,24,24,0,0,0,0,0,0,0,0,,0,0,4,3,24,8,1,75,6,1,1,0,0,,0,0,,0,0,6,TE,4-124,BateJo00
3760,Rashod Bateman,0,5,0,1,2,Sun,1,1,9/11/2022,22-286,BAL,@,NYJ,W 24-9,2,0,59,59,0,0,0,0,0,0,0,0,,0,0,5,2,59,29.5,1,40,11.8,1,1,0,0,,0,0,,0,0,6,WR,27-Jan,BateRa00
3761,Rashod Bateman,0,7,0,1,4,Sun,2,2,9/18/2022,22-293,BAL,,MIA,L 38-42,4,0,108,108,0,0,0,0,0,0,0,0,,0,0,7,4,108,27,1,57.1,15.4,3,1,0,0,,0,0,,0,0,6,WR,27-Jan,BateRa00
3762,Rashod Bateman,0,4,1,0,2,Sun,3,3,9/25/2022,22-300,BAL,@,NWE,W 37-26,2,0,59,59,0,1,0,0,0,0,0,0,,0,0,4,2,59,29.5,0,50,14.8,1,0,0,0,,0,0,,0,0,0,WR,27-Jan,BateRa00
3763,Rashod Bateman,0,6,0,0,3,Sun,4,4,10/2/2022,22-307,BAL,,BUF,L 20-23,3,0,17,17,0,0,0,0,0,0,0,0,,0,0,6,3,17,5.7,0,50,2.8,1,0,0,0,,0,0,,0,0,0,WR,27-Jan,BateRa00
3764,Rashod Bateman,0,5,0,0,4,Sun,7,7,10/23/2022,22-328,BAL,,CLE,W 23-20,4,0,42,42,0,0,0,0,0,0,0,0,,0,0,5,4,42,10.5,0,80,8.4,1,0,0,0,,0,0,,0,0,0,WR,27-Jan,BateRa00
3765,Saquon Barkley,18,7,1,1,24,Sun,1,1,9/11/2022,25-214,NYG,@,TEN,W 21-20,24,164,194,194,0,1,0,0,0,0,18,164,9.1,1,7,7,6,30,5,0,85.7,4.3,0,1,0,0,,0,0,,1,0,8,RB,2-Jan,BarkSa00
3766,Saquon Barkley,21,4,0,0,24,Sun,2,2,9/18/2022,25-221,NYG,,CAR,W 19-16,24,72,88,88,0,0,0,0,0,0,21,72,3.4,0,3,4,3,16,5.3,0,75,4,0,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
3767,Saquon Barkley,14,4,0,1,18,Mon,3,3,9/26/2022,25-229,NYG,,DAL,L 16-23,18,81,126,126,0,0,0,0,0,0,14,81,5.8,1,2,4,4,45,11.3,0,100,11.3,0,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3768,Saquon Barkley,31,2,0,0,33,Sun,4,4,10/2/2022,25-235,NYG,,CHI,W 20-12,33,146,162,162,0,0,0,0,0,0,31,146,4.7,0,5,2,2,16,8,0,100,8,1,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
3769,Saquon Barkley,13,6,0,1,16,Sun,5,5,10/9/2022,25-242,NYG,@,GNB,W 27-22,16,70,106,106,0,0,0,0,0,0,13,70,5.4,1,2,6,3,36,12,0,50,6,1,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3770,Saquon Barkley,22,3,0,1,25,Sun,6,6,10/16/2022,25-249,NYG,,BAL,W 24-20,25,83,95,95,0,0,0,0,0,0,22,83,3.8,1,4,3,3,12,4,0,100,4,0,1,0,0,,0,0,,0,0,6,RB,2-Jan,BarkSa00
3771,Saquon Barkley,24,4,0,0,28,Sun,7,7,10/23/2022,25-256,NYG,@,JAX,W 23-17,28,110,135,135,0,0,0,0,0,0,24,110,4.6,0,5,4,4,25,6.3,0,100,6.3,1,0,0,0,,0,0,,0,0,0,RB,2-Jan,BarkSa00
