Rk,Team,Date,TD,Cmp,Att,Tot,TO,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Tot,TO,TD,XPA,XPM,Att,Md,Sfty
457,PIT,11/13/2022,1,17,15,186,2,Sun,9,10,,NOR,W 20-10,15,29,1.9,0,17,28,60.7,157,1,2,17,2,58.2,186,2,1,1,1,1,1,0
458,NYG,11/13/2022,1,22,19,387,2,Sun,9,10,,HOU,W 24-16,19,101,5.3,0,22,37,59.5,286,1,4,33,1,81.6,387,2,1,1,1,3,3,0
459,SFO,11/13/2022,1,21,16,238,1,Sun,9,10,,LAC,W 22-16,16,51,3.2,0,21,37,56.8,187,1,3,9,1,68.2,238,1,1,1,1,3,3,0
460,BAL,11/7/2022,1,20,15,243,1,Mon,9,9,@,NOR,W 27-13,15,48,3.2,0,20,30,66.7,195,1,4,28,1,81.9,243,1,1,1,1,2,2,0
461,LAR,11/6/2022,1,36,20,323,0,Sun,8,9,@,TAM,L 13-16,20,51,2.6,0,36,58,62.1,272,1,1,8,0,79.1,323,0,1,1,1,4,3,0
462,DET,11/6/2022,1,23,25,389,3,Sun,8,9,,GNB,W 15-9,25,106,4.2,0,23,43,53.5,283,1,1,8,3,52.8,389,3,1,0,0,1,1,0
463,TAM,11/6/2022,1,13,24,206,0,Sun,9,9,,LAR,W 16-13,24,68,2.8,0,13,27,48.1,138,1,4,27,0,75.8,206,0,1,1,1,2,2,0
464,NYJ,10/30/2022,1,24,34,288,1,Sun,8,8,,NWE,L 17-22,34,127,3.7,0,24,35,68.6,161,1,6,33,1,76,288,1,1,1,1,5,5,0
465,PHI,10/30/2022,1,27,24,302,2,Sun,7,8,,PIT,W 35-13,24,144,6,0,27,40,67.5,158,1,6,38,1,72.7,302,2,1,1,1,2,2,0
466,TEN,10/30/2022,1,17,18,161,1,Sun,7,8,@,HOU,W 17-10,18,43,2.4,0,17,30,56.7,118,1,3,34,1,62.9,161,1,1,1,1,1,1,0
467,SEA,10/30/2022,1,17,28,225,2,Sun,8,8,,NYG,W 27-13,28,78,2.8,1,17,31,54.8,147,0,5,29,0,67.5,225,2,1,1,1,2,2,0
468,WAS,10/30/2022,1,17,29,324,2,Sun,8,8,@,IND,W 17-16,29,135,4.7,1,17,23,73.9,189,0,2,12,0,97.9,324,2,1,1,1,3,3,0
469,NYJ,10/23/2022,1,24,28,324,1,Sun,7,7,@,DEN,W 16-9,28,105,3.8,1,24,46,52.2,219,0,1,6,1,56.3,324,1,1,1,0,2,1,0
470,PIT,10/23/2022,1,21,27,372,0,Sun,7,7,@,MIA,L 10-16,27,111,4.1,0,21,35,60,261,1,0,0,0,92.7,372,0,1,1,1,3,3,0
471,IND,10/23/2022,1,13,35,254,1,Sun,7,7,@,TEN,L 10-19,35,138,3.9,0,13,20,65,116,0,2,16,0,80.4,254,1,1,1,1,4,4,0
472,MIA,10/23/2022,1,32,23,341,3,Sun,7,7,,PIT,W 16-10,23,95,4.1,0,32,44,72.7,246,1,2,11,3,65.2,341,3,1,1,1,1,1,0
473,TEN,10/23/2022,1,33,17,292,3,Sun,6,7,,IND,W 19-10,17,65,3.8,0,33,44,75,227,1,3,16,2,74.7,292,3,1,1,1,1,1,0
474,DEN,10/23/2022,1,16,24,260,0,Sun,7,7,,NYJ,L 9-16,24,155,6.5,1,16,26,61.5,105,0,3,16,0,70.2,260,0,1,1,1,3,3,0
475,LAC,10/17/2022,1,15,23,258,1,Mon,6,6,,DEN,W 19-16 (OT),23,98,4.3,0,15,28,53.6,160,1,4,28,0,82.4,258,1,1,1,1,3,3,0
476,DEN,10/17/2022,1,37,24,297,1,Mon,6,6,@,LAC,L 16-19 (OT),24,73,3,1,37,57,64.9,224,0,2,14,1,65.2,297,1,1,1,1,4,4,0
477,PIT,10/16/2022,1,25,26,304,0,Sun,6,6,,TAM,W 20-18,26,75,2.9,0,25,40,62.5,229,1,2,14,0,86.4,304,0,1,0,0,4,4,0
478,NYJ,10/16/2022,1,28,20,278,1,Sun,6,6,@,GNB,W 27-10,20,60,3,0,28,45,62.2,218,1,4,36,0,81.5,278,1,1,1,1,2,1,0
479,SEA,10/16/2022,1,23,28,315,2,Sun,6,6,,ARI,W 19-9,28,144,5.1,0,23,37,62.2,171,0,6,51,1,61.9,315,2,1,1,0,1,1,0
480,ARI,10/16/2022,1,20,30,296,1,Sun,6,6,@,SEA,L 9-19,30,136,4.5,1,20,31,64.5,160,0,5,37,0,77.4,296,1,1,1,1,4,4,0
481,LAR,10/16/2022,1,13,21,203,1,Sun,6,6,,CAR,W 24-10,21,93,4.4,0,13,21,61.9,110,0,2,9,1,55.7,203,1,1,1,1,1,1,0
482,NWE,10/16/2022,1,21,18,328,4,Sun,6,6,@,CLE,W 38-15,18,70,3.9,0,21,45,46.7,258,1,4,8,2,53.8,328,4,1,0,0,3,3,0
483,WAS,10/13/2022,1,14,37,391,2,Thu,6,6,@,CHI,W 12-7,37,237,6.4,0,14,27,51.9,154,1,5,36,1,66,391,2,1,1,1,0,0,0
484,CHI,10/13/2022,1,12,28,214,0,Thu,6,6,,WAS,L 7-12,28,128,4.6,1,12,22,54.5,86,0,3,13,0,63.8,214,0,1,0,0,3,2,0
485,DAL,10/9/2022,1,29,15,323,3,Sun,5,5,@,LAR,W 22-10,15,38,2.5,0,29,44,65.9,285,1,5,35,1,82.1,323,3,1,1,1,2,1,0
486,SFO,10/9/2022,1,25,17,308,1,Sun,5,5,@,CAR,W 37-15,17,64,3.8,1,25,42,59.5,244,0,6,31,1,66,308,1,1,0,0,4,3,0
487,JAX,10/9/2022,1,16,31,248,0,Sun,5,5,,HOU,L 6-13,31,116,3.7,1,16,24,66.7,132,0,1,8,0,80.6,248,0,1,1,1,2,2,0
488,CIN,10/9/2022,1,19,28,325,1,Sun,5,5,@,BAL,L 17-19,28,155,5.5,0,19,32,59.4,170,1,1,4,1,71.1,325,1,1,1,1,4,4,0
489,DAL,10/2/2022,1,25,27,297,2,Sun,4,4,,WAS,W 25-10,27,142,5.3,0,25,42,59.5,155,1,2,15,2,55.2,297,2,1,1,1,1,1,0
490,CIN,9/29/2022,1,22,22,378,2,Thu,4,4,,MIA,W 27-15,22,85,3.9,0,22,37,59.5,293,1,1,10,2,71.1,378,2,1,1,0,4,3,0
491,DAL,9/26/2022,1,20,25,336,1,Mon,3,3,@,NYG,W 23-16,25,167,6.7,1,20,37,54.1,169,0,5,27,1,54.9,336,1,1,1,1,4,3,0
492,GNB,9/25/2022,1,31,14,285,2,Sun,3,3,@,TAM,W 14-12,14,34,2.4,0,31,42,73.8,251,1,3,20,0,96.4,285,2,1,0,0,2,2,0
493,SFO,9/25/2022,1,20,33,261,0,Sun,3,3,@,DEN,L 10-11,33,101,3.1,1,20,33,60.6,160,0,4,24,0,72.8,261,0,1,0,0,2,1,1
494,DEN,9/25/2022,1,18,19,267,3,Sun,3,3,,SFO,W 11-10,19,88,4.6,0,18,29,62.1,179,1,4,32,1,76.7,267,3,1,1,1,1,1,0
495,PHI,9/25/2022,1,25,22,240,1,Sun,3,3,@,WAS,W 24-8,22,87,4,1,25,43,58.1,153,0,9,58,0,65.4,240,1,1,0,0,0,0,1
496,JAX,9/25/2022,1,25,12,312,2,Sun,3,3,@,LAC,W 38-10,12,26,2.2,0,25,45,55.6,286,1,1,11,1,73,312,2,1,1,1,1,1,0
497,BUF,9/19/2022,1,12,27,187,4,Mon,2,2,,TEN,W 41-7,27,80,3,1,12,24,50,107,0,2,16,2,27.6,187,4,1,1,1,0,0,0
498,PHI,9/19/2022,1,27,11,264,3,Mon,2,2,,MIN,W 24-7,11,62,5.6,0,27,46,58.7,202,1,2,19,3,49.4,264,3,1,1,1,0,0,0
499,HOU,9/18/2022,1,14,31,350,1,Sun,2,2,@,DEN,L 9-16,31,149,4.8,0,14,31,45.2,201,1,3,18,1,64,350,1,1,1,1,3,3,0
500,GNB,9/18/2022,1,7,27,228,1,Sun,2,2,,CHI,W 27-10,27,180,6.7,1,7,11,63.6,48,0,3,22,1,35.4,228,1,1,1,1,1,1,0
501,DAL,9/18/2022,1,24,25,254,0,Sun,2,2,,CIN,W 20-17,25,89,3.6,0,24,36,66.7,165,1,6,34,0,86,254,0,1,0,0,3,3,0
502,TAM,9/18/2022,1,25,20,308,5,Sun,2,2,@,NOR,W 20-10,20,100,5,0,25,40,62.5,208,1,6,28,3,52.9,308,5,1,1,1,1,1,0
503,NWE,9/18/2022,1,21,22,243,2,Sun,2,2,@,PIT,W 17-14,22,91,4.1,0,21,33,63.6,152,1,3,16,1,71.8,243,2,1,0,0,2,2,0
504,NYG,9/18/2022,1,14,23,275,2,Sun,2,2,,CAR,W 19-16,23,146,6.3,0,14,29,48.3,129,1,2,16,0,72.3,275,2,1,1,1,3,3,0
505,CAR,9/18/2022,1,22,33,265,0,Sun,2,2,@,NYG,L 16-19,33,103,3.1,0,22,34,64.7,162,1,3,14,0,85.7,265,0,1,1,1,4,4,0
506,SEA,9/12/2022,1,29,20,433,2,Mon,1,1,,DEN,W 17-16,20,103,5.2,0,29,42,69,330,1,2,10,0,100.3,433,2,1,1,1,4,3,0
507,DAL,9/11/2022,1,18,33,347,1,Sun,1,1,,TAM,L 3-19,33,152,4.6,0,18,27,66.7,195,1,2,17,1,84.6,347,1,1,1,1,5,4,0
508,MIN,9/11/2022,1,26,18,338,2,Sun,1,1,,GNB,W 23-7,18,111,6.2,1,26,39,66.7,227,0,4,33,1,71.2,338,2,1,1,1,0,0,0
509,CHI,9/11/2022,1,13,37,331,2,Sun,1,1,,SFO,W 19-10,37,176,4.8,1,13,28,46.4,155,0,2,9,1,49,331,2,1,1,1,1,1,0
510,MIA,9/11/2022,1,21,22,271,3,Sun,1,1,,NWE,W 20-7,22,78,3.5,0,21,30,70,193,1,2,20,1,84.4,271,3,1,1,1,0,0,0
511,BAL,9/11/2022,1,37,17,380,2,Sun,1,1,@,NYJ,W 24-9,17,83,4.9,0,37,59,62.7,297,1,3,12,1,73.9,380,2,1,1,0,2,1,0
512,BUF,9/8/2022,1,29,18,243,3,Thu,1,1,@,LAR,W 31-10,18,52,2.9,0,29,41,70.7,191,1,7,49,3,58.1,243,3,1,1,1,1,1,0
513,NYJ,1/8/2023,0,20,32,302,0,Sun,17,18,@,MIA,L 6-11,32,162,5.1,0,20,31,64.5,140,0,1,12,0,74.7,302,0,0,0,0,3,3,1
514,MIA,1/8/2023,0,18,20,187,0,Sun,17,18,,NYJ,W 11-6,20,38,1.9,0,18,33,54.5,149,0,0,0,0,66.4,187,0,0,0,0,3,2,0
515,JAX,1/1/2023,0,25,21,277,1,Sun,16,17,@,HOU,W 31-3,21,84,4,0,25,44,56.8,193,0,2,18,0,67.7,277,1,0,0,0,1,1,0
516,SEA,1/1/2023,0,23,17,279,3,Sun,16,17,,NYJ,W 23-6,17,75,4.4,0,23,46,50,204,0,4,36,2,44.1,279,3,0,0,0,3,2,0
517,LAC,12/26/2022,0,17,14,173,3,Mon,15,16,@,IND,W 20-3,14,69,4.9,0,17,29,58.6,104,0,7,39,3,26.3,173,3,0,0,0,1,1,0
518,BAL,12/24/2022,0,22,33,327,1,Sat,15,16,,ATL,W 17-9,33,115,3.5,0,22,33,66.7,212,0,2,6,0,84.4,327,1,0,0,0,3,3,0
519,JAX,12/22/2022,0,19,20,227,2,Thu,15,16,@,NYJ,W 19-3,20,66,3.3,0,19,33,57.6,161,0,3,21,1,57.8,227,2,0,0,0,1,1,0
520,CLE,12/17/2022,0,17,28,324,2,Sat,14,15,,BAL,W 13-3,28,198,7.1,0,17,30,56.7,126,0,3,12,1,52.9,324,2,0,0,0,3,1,0
521,BAL,12/4/2022,0,17,28,272,0,Sun,12,13,,DEN,W 10-9,28,88,3.1,0,17,22,77.3,184,0,2,5,0,101.3,272,0,0,0,0,4,3,0
522,SFO,11/27/2022,0,18,22,260,2,Sun,11,12,,NOR,W 13-0,22,63,2.9,0,18,30,60,197,0,1,7,0,79.4,260,2,0,0,0,1,0,0
523,BAL,11/20/2022,0,21,17,205,3,Sun,10,11,,CAR,W 13-3,17,36,2.1,0,21,33,63.6,169,0,4,27,2,51.2,205,3,0,0,0,1,1,0
524,DAL,11/20/2022,0,17,17,183,1,Sun,10,11,@,MIN,W 40-3,17,73,4.3,0,17,30,56.7,110,0,7,49,0,64.6,183,1,0,0,0,1,1,0
525,NWE,11/20/2022,0,9,23,103,0,Sun,10,11,,NYJ,W 10-3,23,59,2.6,0,9,22,40.9,44,0,4,33,0,48.7,103,0,0,0,0,1,1,0
526,NWE,11/6/2022,0,15,22,121,1,Sun,9,9,,IND,W 26-3,22,78,3.5,0,15,29,51.7,43,0,9,60,1,43.3,121,1,0,0,0,2,1,0
527,NOR,10/30/2022,0,23,13,183,1,Sun,8,8,,LVR,W 24-0,13,38,2.9,0,23,39,59,145,0,4,28,1,56,183,1,0,0,0,0,0,0
528,CAR,10/23/2022,0,32,16,322,0,Sun,7,7,,TAM,W 21-3,16,46,2.9,0,32,49,65.3,276,0,1,14,0,80,322,0,0,0,0,1,1,0
529,DAL,10/23/2022,0,21,25,312,5,Sun,7,7,,DET,W 24-6,25,117,4.7,0,21,26,80.8,195,0,5,33,2,65.9,312,5,0,0,0,2,2,0
530,BUF,10/9/2022,0,34,17,364,2,Sun,5,5,,PIT,W 38-3,17,54,3.2,0,34,52,65.4,310,0,3,17,1,73.4,364,2,0,0,0,3,1,0
531,HOU,10/9/2022,0,25,26,422,2,Sun,5,5,@,JAX,W 13-6,26,136,5.2,0,25,47,53.2,286,0,0,0,2,54,422,2,0,0,0,2,2,0
532,NWE,10/9/2022,0,19,27,312,2,Sun,5,5,,DET,W 29-0,27,101,3.7,0,19,35,54.3,211,0,2,18,1,60.5,312,2,0,0,0,0,0,0
533,IND,10/6/2022,0,21,28,375,2,Thu,5,5,@,DEN,W 12-9 (OT),28,125,4.5,0,21,39,53.8,250,0,4,24,2,52.3,375,2,0,0,0,4,3,0
534,DEN,10/6/2022,0,26,26,306,2,Thu,5,5,,IND,L 9-12 (OT),26,106,4.1,0,26,41,63.4,200,0,6,51,2,54.9,306,2,0,0,0,4,4,0
535,SFO,10/3/2022,0,32,18,257,2,Mon,4,4,,LAR,W 24-9,18,57,3.2,0,32,48,66.7,200,0,7,54,1,66.3,257,2,0,0,0,3,3,0
536,NYG,10/2/2022,0,11,32,304,3,Sun,4,4,,CHI,W 20-12,32,149,4.7,0,11,22,50,155,0,6,19,0,73.1,304,3,0,0,0,4,4,0
537,LAR,9/25/2022,0,37,21,365,0,Sun,3,3,@,ARI,W 20-12,21,70,3.3,0,37,58,63.8,295,0,2,19,0,76.4,365,0,0,0,0,4,4,0
538,CIN,9/25/2022,0,28,20,328,4,Sun,3,3,@,NYJ,W 27-12,20,76,3.8,0,28,52,53.8,252,0,4,33,2,51.1,328,4,0,0,0,4,4,0
539,SFO,9/18/2022,0,24,14,216,3,Sun,2,2,,SEA,W 27-7,14,36,2.6,0,24,31,77.4,180,0,2,17,2,63.9,216,3,0,1,1,0,0,0
540,DEN,9/18/2022,0,19,18,234,0,Sun,2,2,,HOU,W 16-9,18,80,4.4,0,19,38,50,154,0,3,23,0,60.6,234,0,0,0,0,3,3,0
541,JAX,9/18/2022,0,16,13,218,3,Sun,2,2,,IND,W 24-0,13,54,4.2,0,16,30,53.3,164,0,5,31,3,29.7,218,3,0,0,0,0,0,0
542,TAM,9/11/2022,0,21,18,244,1,Sun,1,1,@,DAL,W 19-3,18,71,3.9,0,21,42,50,173,0,4,25,1,51,244,1,0,0,0,1,1,0
