Rk,Team,Date,TD,Pts,Cmp,Att,Tot,TD,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Pts,PtsO,PtDif,PC,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty
1,MIA,2022-09-18,6,42,36,18,547,6,Sun,2,2,@,BAL,W 42-38,36,50,14,72.0,461,6,2,12.0,4.0,124.1,1,8,1.96,9.2,9.04,9.82,9.63,12.8,42,38,4,80,18,86,4.8,0,547,69,7.93,54,8.76,2,34:47,3:20,6,6,6,0,0,0,0,0
2,KAN,2022-09-11,5,44,30,27,488,6,Sun,1,1,@,ARI,W 44-21,30,39,9,76.9,360,5,0,12.8,0.0,144.2,0,0,0.00,9.2,9.23,11.79,11.79,12.0,44,21,23,65,27,128,4.7,1,488,66,7.39,63,4.48,1,34:42,3:00,6,6,5,1,1,0,0,0
3,JAX,2022-12-18,4,40,27,27,503,5,Sun,14,15,,DAL,W 40-34 (OT),27,42,15,64.3,311,4,1,9.5,2.4,109.0,1,7,2.33,7.4,7.23,8.24,8.05,11.5,40,34,6,74,27,192,7.1,0,503,70,7.19,74,5.36,3,27:42,3:15,5,4,4,2,2,0,0,0
4,CIN,2022-12-18,4,34,27,21,237,4,Sun,14,15,@,TAM,W 34-23,27,39,12,69.2,184,4,1,10.3,2.6,104.6,2,16,4.88,4.7,4.49,5.62,5.34,6.8,34,23,11,57,21,53,2.5,0,237,62,3.82,70,5.66,1,29:25,3:07,4,2,2,2,2,2,1,0
5,MIN,2022-12-17,4,39,34,24,518,5,Sat,14,15,,IND,W 39-36 (OT),34,55,21,61.8,426,4,2,7.3,3.6,97.5,7,34,11.29,7.7,6.87,7.56,6.71,12.5,39,36,3,75,24,92,3.8,1,518,86,6.02,79,4.32,3,33:20,4:01,5,4,4,1,1,1,1,0
6,BUF,2022-12-17,4,32,25,29,446,4,Sat,14,15,,MIA,W 32-29,25,40,15,62.5,296,4,0,10.0,0.0,119.2,2,8,4.76,7.4,7.05,9.40,8.95,11.8,32,29,3,61,29,150,5.2,0,446,71,6.28,57,7.11,1,29:53,3:27,4,3,3,1,1,1,1,0
7,DEN,2022-12-11,4,28,27,19,320,4,Sun,13,14,,KAN,L 28-34,27,44,17,61.4,214,4,2,9.1,4.5,89.5,6,49,12.00,4.9,4.28,4.64,4.08,7.9,28,34,-6,62,19,106,5.6,0,320,69,4.64,67,6.43,2,29:47,3:11,4,4,4,0,0,0,0,0
8,SFO,2022-11-21,4,38,20,28,387,5,Mon,10,11,@,ARI,W 38-10,20,29,9,69.0,228,4,0,13.8,0.0,131.9,0,0,0.00,7.9,7.86,10.62,10.62,11.4,38,10,28,48,28,159,5.7,1,387,57,6.79,71,4.42,0,29:09,2:59,5,5,5,1,1,0,0,0
9,CIN,2022-11-20,4,37,24,24,408,4,Sun,10,11,@,PIT,W 37-30,24,39,15,61.5,346,4,2,10.3,5.1,104.1,2,9,4.88,8.9,8.44,8.62,8.20,14.4,37,30,7,67,24,62,2.6,0,408,65,6.28,68,5.16,2,31:36,3:18,4,4,4,3,3,0,0,0
10,KAN,2022-11-13,4,27,26,27,486,4,Sun,9,10,,JAX,W 27-17,26,35,9,74.3,331,4,1,11.4,2.9,129.6,0,0,0.00,9.5,9.46,10.46,10.46,12.7,27,17,10,44,27,155,5.7,0,486,62,7.84,61,5.16,3,28:21,2:58,4,4,3,0,0,0,0,0
11,PHI,2022-10-30,4,35,20,20,401,5,Sun,7,8,,PIT,W 35-13,20,30,10,66.7,290,4,0,13.3,0.0,140.0,3,18,9.09,9.7,8.79,12.33,11.21,14.5,35,13,22,48,20,111,5.6,1,401,53,7.57,70,4.31,0,25:42,2:54,5,5,5,0,0,0,0,0
12,NOR,2022-10-20,4,34,32,22,494,4,Thu,7,7,@,ARI,L 34-42,32,49,17,65.3,409,4,3,8.2,6.1,93.0,0,0,0.00,8.3,8.35,7.22,7.22,12.8,34,42,-8,76,22,85,3.9,0,494,71,6.96,60,5.43,3,29:02,3:17,4,4,4,2,2,0,0,0
13,KAN,2022-10-10,4,30,29,23,368,4,Mon,5,5,,LVR,W 30-29,29,43,14,67.4,265,4,0,9.3,0.0,117.6,3,27,6.52,6.2,5.76,8.02,7.50,9.1,30,29,1,59,23,103,4.5,0,368,69,5.33,56,6.75,0,31:07,3:08,4,3,3,2,1,1,0,0
14,BUF,2022-10-09,4,38,22,18,552,5,Sun,5,5,,PIT,W 38-3,22,36,14,61.1,432,4,1,11.1,2.8,128.5,0,0,0.00,12.0,12.00,12.97,12.97,19.6,38,3,35,41,18,120,6.7,1,552,54,10.22,72,5.06,2,23:52,3:10,5,5,5,2,1,0,0,0
15,DET,2022-10-02,4,45,27,25,520,6,Sun,4,4,,SEA,L 45-48,27,40,13,67.5,375,4,1,10.0,2.5,121.2,1,9,2.44,9.4,9.15,10.25,10.00,13.9,45,48,-3,93,25,145,5.8,2,520,66,7.88,63,8.81,2,26:54,3:29,6,4,2,1,1,2,2,0
16,BAL,2022-09-25,4,37,18,26,394,5,Sun,3,3,@,NWE,W 37-26,18,29,11,62.1,206,4,1,13.8,3.4,110.3,4,12,12.12,7.1,6.24,8.31,7.30,11.4,37,26,11,63,26,188,7.2,1,394,59,6.68,63,7.10,2,30:36,3:04,5,5,4,1,1,0,0,0
17,BUF,2022-09-19,4,41,26,24,414,5,Mon,2,2,,TEN,W 41-7,26,40,14,65.0,313,4,0,10.0,0.0,122.6,1,4,2.44,7.8,7.63,9.83,9.59,12.0,41,7,34,48,24,101,4.2,0,414,65,6.37,53,3.53,0,31:34,3:15,5,5,5,2,2,0,0,0
18,NYJ,2022-09-18,4,31,27,20,402,4,Sun,2,2,@,CLE,W 31-30,27,45,18,60.0,309,4,0,8.9,0.0,111.7,2,15,4.26,6.9,6.57,8.64,8.28,11.4,31,30,1,61,20,93,4.7,0,402,67,6.00,65,6.23,1,27:46,3:09,4,4,4,1,1,0,0,0
19,DET,2022-09-18,4,36,20,24,425,4,Sun,2,2,,WAS,W 36-27,20,34,14,58.8,234,4,0,11.8,0.0,121.7,3,22,8.11,6.9,6.32,9.24,8.49,11.7,36,27,9,63,24,191,8.0,0,425,61,6.97,72,5.50,0,27:57,3:07,4,4,4,2,2,0,0,1
20,WAS,2022-09-11,4,28,27,28,390,4,Sun,1,1,,JAX,W 28-22,27,41,14,65.9,305,4,2,9.8,4.9,101.0,1,8,2.38,7.4,7.26,7.20,7.02,11.3,28,22,6,50,28,85,3.0,0,390,70,5.57,62,6.18,3,33:33,3:19,4,2,2,0,0,2,1,0
21,BUF,2023-01-08,3,35,19,25,327,5,Sun,16,18,,NWE,W 35-23,19,31,12,61.3,237,3,1,9.7,3.2,106.1,2,17,6.06,7.6,7.18,8.13,7.64,12.5,35,23,12,58,25,90,3.6,0,327,58,5.64,64,5.33,3,27:23,3:08,5,5,5,0,0,0,0,0
22,NWE,2023-01-08,3,23,26,23,341,3,Sun,17,18,@,BUF,L 23-35,26,40,14,65.0,234,3,3,7.5,7.5,75.3,1,9,2.44,5.9,5.71,3.98,3.88,9.0,23,35,-12,58,23,107,4.7,0,341,64,5.33,58,5.64,3,32:37,3:08,3,2,2,1,1,1,0,0
23,HOU,2023-01-08,3,32,24,23,360,4,Sun,17,18,@,IND,W 32-31,24,40,16,60.0,301,3,2,7.5,5.0,88.6,1,10,2.44,7.5,7.34,6.78,6.61,12.5,32,31,1,63,23,59,2.6,0,360,64,5.63,70,5.69,3,26:07,3:09,4,3,3,1,1,1,1,0
24,DEN,2023-01-08,3,31,13,36,471,4,Sun,17,18,,LAC,W 31-28,13,24,11,54.2,266,3,1,12.5,4.2,118.6,2,17,7.69,11.1,10.23,11.71,10.81,20.5,31,28,3,59,36,205,5.7,1,471,62,7.60,67,5.25,2,31:03,3:03,4,4,4,1,1,0,0,0
25,LAC,2023-01-08,3,28,30,22,352,3,Sun,17,18,@,DEN,L 28-31,30,44,14,68.2,293,3,0,6.8,0.0,109.8,1,5,2.22,6.7,6.51,8.02,7.84,9.8,28,31,-3,59,22,59,2.7,0,352,67,5.25,62,7.60,2,28:57,3:03,3,2,2,2,2,1,1,0
26,SFO,2023-01-08,3,38,15,37,311,5,Sun,17,18,,ARI,W 38-13,15,20,5,75.0,142,3,0,15.0,0.0,141.2,4,36,16.67,7.1,5.92,10.10,8.42,9.5,38,13,25,51,37,169,4.6,2,311,61,5.10,50,5.10,0,34:14,2:52,5,5,5,1,1,0,0,0
27,CAR,2023-01-01,3,24,23,22,400,3,Sun,16,17,@,TAM,L 24-30,23,37,14,62.2,326,3,1,8.1,2.7,108.1,2,15,5.13,8.8,8.36,9.22,8.74,14.2,24,30,-6,54,22,74,3.4,0,400,61,6.56,73,6.55,3,26:50,3:20,3,3,3,1,1,0,0,0
28,KAN,2023-01-01,3,27,29,16,374,4,Sun,16,17,,DEN,W 27-24,29,42,13,69.0,328,3,1,7.1,2.4,106.1,0,0,0.00,7.8,7.81,8.17,8.17,11.3,27,24,3,51,16,46,2.9,1,374,58,6.45,66,4.65,2,26:54,3:04,4,3,3,1,0,1,0,0
29,TAM,2023-01-01,3,30,34,25,478,4,Sun,16,17,,CAR,W 30-24,34,45,11,75.6,411,3,0,6.7,0.0,127.3,3,21,6.25,9.1,8.56,10.47,9.81,12.1,30,24,6,54,25,67,2.7,1,478,73,6.55,61,6.56,1,33:10,3:20,4,2,1,3,1,2,1,0
30,LVR,2023-01-01,3,34,23,32,500,4,Sun,16,17,,SFO,L 34-37 (OT),23,34,11,67.6,365,3,2,8.8,5.9,108.1,0,0,0.00,10.7,10.74,9.85,9.85,15.9,34,37,-3,71,32,135,4.2,1,500,66,7.58,62,7.32,2,32:00,3:24,4,4,4,2,2,0,0,0
31,CLE,2023-01-01,3,24,9,30,301,3,Sun,16,17,@,WAS,W 24-10,9,18,9,50.0,155,3,0,16.7,0.0,122.5,5,14,21.74,8.6,6.74,11.94,9.35,17.2,24,10,14,34,30,146,4.9,0,301,53,5.68,68,3.82,0,26:28,2:49,3,3,3,1,1,0,0,0
32,DET,2023-01-01,3,41,21,39,504,5,Sun,16,17,,CHI,W 41-10,21,29,8,72.4,239,3,0,10.3,0.0,133.5,2,16,6.45,8.2,7.71,10.31,9.65,11.4,41,10,31,51,39,265,6.8,2,504,70,7.20,50,4.60,0,35:43,2:54,5,5,5,2,2,0,0,0
33,MIN,2022-12-24,3,27,34,19,353,3,Sat,15,16,,NYG,W 27-24,34,48,14,70.8,270,3,0,6.3,0.0,107.9,4,29,7.69,5.6,5.19,6.88,6.35,7.9,27,24,3,51,19,83,4.4,0,353,71,4.97,66,6.74,0,30:47,3:04,3,3,3,2,2,0,0,0
34,DAL,2022-12-24,3,40,27,31,419,4,Sat,15,16,,PHI,W 40-34,27,35,8,77.1,304,3,1,8.6,2.9,124.3,6,43,14.63,8.7,7.41,9.11,7.78,11.3,40,34,6,74,31,115,3.7,1,419,72,5.82,69,6.41,1,32:18,3:03,4,4,4,4,4,0,0,0
35,CIN,2022-12-24,3,22,40,24,442,3,Sat,15,16,@,NWE,W 22-18,40,52,12,76.9,369,3,2,5.8,3.8,99.4,2,6,3.70,7.1,6.83,6.52,6.28,9.2,22,18,4,40,24,73,3.0,0,442,78,5.67,53,5.38,3,36:48,3:20,3,2,1,2,1,1,0,0
36,DET,2022-12-24,3,23,25,17,381,3,Sat,15,16,@,CAR,L 23-37,25,42,17,59.5,336,3,0,7.1,0.0,110.7,2,19,4.55,8.0,7.64,9.43,9.00,13.4,23,37,-14,60,17,45,2.6,0,381,61,6.25,65,8.77,1,24:47,3:07,3,2,2,1,1,1,0,0
37,WAS,2022-12-24,3,20,25,33,349,3,Sat,15,16,@,SFO,L 20-37,25,34,9,73.5,270,3,1,8.8,2.9,115.9,2,19,5.56,7.9,7.50,8.38,7.92,10.8,20,37,-17,57,33,79,2.4,0,349,69,5.06,51,7.27,2,33:35,3:10,3,2,2,0,0,1,0,0
38,LVR,2022-12-18,3,30,20,23,308,4,Sun,14,15,,NWE,W 30-24,20,38,18,52.6,211,3,1,7.9,2.6,86.6,3,20,7.32,5.6,5.15,5.95,5.51,10.6,30,24,6,54,23,97,4.2,0,308,64,4.81,63,5.05,1,33:16,3:19,4,3,3,1,1,0,0,0
39,TAM,2022-12-18,3,23,30,25,396,3,Sun,14,15,,CIN,L 23-34,30,44,14,68.2,304,3,2,6.8,4.5,92.2,1,8,2.22,6.9,6.76,6.23,6.09,10.1,23,34,-11,57,25,92,3.7,0,396,70,5.66,62,3.82,4,30:35,3:07,3,2,2,2,1,1,0,0
40,NOR,2022-12-18,3,21,13,34,348,3,Sun,14,15,,ATL,W 21-18,13,19,6,68.4,214,3,0,15.8,0.0,149.3,2,17,9.52,11.3,10.19,14.42,13.05,16.5,21,18,3,39,34,134,3.9,0,348,55,6.33,69,4.64,1,29:04,2:52,3,3,3,0,0,0,0,0
41,DAL,2022-12-18,3,34,23,41,397,4,Sun,14,15,@,JAX,L 34-40 (OT),23,30,7,76.7,243,3,2,10.0,6.7,107.1,3,13,9.09,8.1,7.36,7.10,6.45,10.6,34,40,-6,74,41,154,3.8,1,397,74,5.36,70,7.19,2,35:26,3:15,4,4,4,2,2,0,0,0
42,JAX,2022-12-11,3,36,30,25,428,4,Sun,13,14,@,TEN,W 36-22,30,42,12,71.4,368,3,0,7.1,0.0,121.9,0,0,0.00,8.8,8.76,10.19,10.19,12.3,36,22,14,58,25,60,2.4,1,428,67,6.39,62,5.87,0,32:52,3:13,4,3,3,3,3,1,0,0
43,KAN,2022-12-11,3,34,28,23,431,4,Sun,13,14,@,DEN,W 34-28,28,42,14,66.7,342,3,3,7.1,7.1,86.6,2,10,4.55,8.1,7.77,6.36,6.07,12.2,34,28,6,62,23,89,3.9,0,431,67,6.43,69,4.64,3,30:13,3:11,4,4,4,2,2,0,0,0
44,DET,2022-12-11,3,34,27,30,464,4,Sun,13,14,,MIN,W 34-23,27,39,12,69.2,330,3,0,7.7,0.0,120.7,0,0,0.00,8.5,8.46,10.00,10.00,12.2,34,23,11,57,30,134,4.5,1,464,69,6.72,62,6.71,0,31:54,3:13,4,4,4,3,2,0,0,0
45,SEA,2022-12-11,3,24,21,14,287,3,Sun,13,14,,CAR,L 24-30,21,36,15,58.3,241,3,2,8.3,5.6,85.9,3,23,7.69,6.7,6.18,5.86,5.41,11.5,24,30,-6,54,14,46,3.3,0,287,53,5.42,72,4.56,2,20:44,3:02,3,3,3,1,1,0,0,0
46,SEA,2022-12-04,3,27,28,22,438,3,Sun,12,13,@,LAR,W 27-23,28,39,11,71.8,348,3,1,7.7,2.6,116.1,4,19,9.30,8.9,8.09,9.31,8.44,12.4,27,23,4,50,22,90,4.1,0,438,65,6.74,63,5.06,2,30:53,3:03,3,3,3,2,2,0,0,0
47,PHI,2022-12-04,3,35,30,24,453,5,Sun,12,13,,TEN,W 35-10,30,41,11,73.2,386,3,0,7.3,0.0,127.2,2,5,4.65,9.4,8.98,10.88,10.37,12.9,35,10,25,45,24,67,2.8,2,453,67,6.76,53,3.94,0,32:33,3:09,5,5,5,0,0,0,0,0
48,DAL,2022-12-04,3,54,20,34,385,8,Sun,12,13,,IND,W 54-19,20,30,10,66.7,165,3,1,10.0,3.3,100.7,1,5,3.23,5.5,5.32,6.00,5.81,8.3,54,19,35,73,34,220,6.5,4,385,65,5.92,70,4.41,1,28:41,3:07,8,7,6,0,0,1,0,0
49,NYJ,2022-11-27,3,31,22,32,466,4,Sun,11,12,,CHI,W 31-10,22,29,7,75.9,308,3,0,10.3,0.0,145.0,1,7,3.33,10.6,10.27,12.69,12.27,14.0,31,10,21,41,32,158,4.9,1,466,62,7.52,56,5.21,0,32:05,2:48,4,4,4,2,1,0,0,0
50,LAC,2022-11-27,3,25,35,13,311,3,Sun,11,12,@,ARI,W 25-24,35,47,12,74.5,246,3,0,6.4,0.0,109.7,4,28,7.84,5.2,4.82,6.51,6.00,7.0,25,24,1,49,13,65,5.0,0,311,64,4.86,64,5.72,0,29:25,3:08,3,2,2,1,1,1,1,0
51,JAX,2022-11-27,3,28,29,20,332,3,Sun,11,12,,BAL,W 28-27,29,37,8,78.4,294,3,0,8.1,0.0,129.8,4,27,9.76,7.9,7.17,9.57,8.63,10.1,28,27,1,55,20,38,1.9,0,332,61,5.44,68,6.10,1,27:21,3:15,3,2,2,2,2,1,1,0
52,GNB,2022-11-27,3,33,17,21,342,4,Sun,12,12,@,PHI,L 33-40,17,25,8,68.0,236,3,2,12.0,8.0,107.2,3,17,10.71,9.4,8.43,8.24,7.36,13.9,33,40,-7,73,21,106,5.0,1,342,49,6.98,79,6.33,2,24:26,3:09,4,4,3,2,2,0,0,0
53,LVR,2022-11-27,3,40,25,40,576,5,Sun,11,12,@,SEA,W 40-34 (OT),25,36,11,69.4,293,3,2,8.3,5.6,98.7,1,2,2.70,8.1,7.92,7.31,7.11,11.7,40,34,6,74,40,283,7.1,2,576,77,7.48,63,5.90,2,37:35,3:30,5,4,4,3,2,0,0,0
54,MIN,2022-11-24,3,33,31,27,358,4,Thu,11,12,,NWE,W 33-26,31,38,7,81.6,301,3,1,7.9,2.6,116.0,1,9,2.56,7.9,7.72,8.32,8.10,9.7,33,26,7,59,27,57,2.1,0,358,66,5.42,55,7.44,1,36:17,3:00,4,4,3,2,2,0,0,0
55,CLE,2022-11-20,3,23,28,26,396,3,Sun,10,11,@,BUF,L 23-31,28,41,13,68.3,316,3,0,7.3,0.0,116.3,1,8,2.38,7.7,7.52,9.17,8.95,11.3,23,31,-8,54,26,80,3.1,0,396,68,5.82,62,5.76,1,31:22,3:15,3,2,2,2,1,1,0,0
56,NOR,2022-11-20,3,27,22,24,323,3,Sun,11,11,,LAR,W 27-20,22,28,6,78.6,235,3,0,10.7,0.0,143.2,4,39,12.50,8.4,7.34,10.54,9.22,10.7,27,20,7,47,24,88,3.7,0,323,56,5.77,62,5.42,0,31:07,2:55,3,3,3,2,2,0,0,0
57,KAN,2022-11-20,3,30,20,27,485,3,Sun,10,11,@,LAC,W 30-27,20,34,14,58.8,322,3,0,8.8,0.0,120.8,1,7,2.86,9.5,9.20,11.24,10.91,16.1,30,27,3,57,27,163,6.0,0,485,62,7.82,65,5.62,1,27:41,2:58,3,3,3,3,3,0,0,0
58,TEN,2022-11-17,3,27,24,32,408,4,Thu,10,11,@,GNB,W 27-17,24,29,5,82.8,320,3,1,10.3,3.4,135.2,3,17,9.38,11.0,10.00,11.55,10.47,13.3,27,17,10,44,32,88,2.8,1,408,64,6.38,59,4.59,1,32:28,3:02,4,4,3,0,0,0,0,0
59,DAL,2022-11-13,3,28,27,31,421,4,Sun,9,10,@,GNB,L 28-31 (OT),27,46,19,58.7,262,3,2,6.5,4.3,78.6,2,3,4.17,5.7,5.46,5.04,4.83,9.7,28,31,-3,59,31,159,5.1,1,421,79,5.33,61,6.80,2,30:59,3:28,4,4,4,0,0,0,0,0
60,GNB,2022-11-13,3,31,14,39,415,4,Sun,10,10,,DAL,W 31-28 (OT),14,20,6,70.0,208,3,0,15.0,0.0,146.7,2,16,9.09,10.4,9.45,13.40,12.18,14.9,31,28,3,59,39,207,5.3,1,415,61,6.80,79,5.33,2,35:55,3:28,4,4,4,2,1,0,0,0
61,MIA,2022-11-13,3,39,26,33,491,5,Sun,10,10,,CLE,W 39-17,26,33,7,78.8,296,3,0,9.1,0.0,135.1,1,6,2.94,9.0,8.71,10.79,10.47,11.4,39,17,22,56,33,195,5.9,2,491,67,7.33,62,4.79,0,33:14,2:54,5,5,3,2,2,0,0,0
62,MIA,2022-11-06,3,35,21,23,379,5,Sun,9,9,@,CHI,W 35-32,21,30,9,70.0,302,3,0,10.0,0.0,135.7,0,0,0.00,10.1,10.07,12.07,12.07,14.4,35,32,3,67,23,77,3.3,1,379,53,7.15,70,5.26,0,25:14,2:59,5,5,5,1,0,0,0,0
63,CHI,2022-11-06,3,32,17,40,368,4,Sun,9,9,,MIA,L 32-35,17,28,11,60.7,116,3,0,10.7,0.0,106.7,2,7,6.67,4.1,3.87,6.29,5.87,6.8,32,35,-3,67,40,252,6.3,1,368,70,5.26,53,7.15,0,34:46,2:59,4,3,3,1,1,1,1,0
64,ATL,2022-10-30,3,37,20,37,406,4,Sun,8,8,,CAR,W 37-34 (OT),20,28,8,71.4,239,3,2,10.7,7.1,105.2,2,14,6.67,8.5,7.97,7.46,6.97,12.0,37,34,3,71,37,167,4.5,0,406,67,6.06,73,6.55,2,36:34,3:39,4,4,4,3,3,0,0,0
65,MIA,2022-10-30,3,31,29,26,476,4,Sun,8,8,@,DET,W 31-27,29,36,7,80.6,369,3,0,8.3,0.0,138.7,2,13,5.26,10.3,9.71,11.92,11.29,12.7,31,27,4,58,26,107,4.1,1,476,64,7.44,57,6.89,1,34:22,2:50,4,4,4,1,1,0,0,0
66,ARI,2022-10-30,3,26,31,22,375,3,Sun,8,8,@,MIN,L 26-34,31,44,13,70.5,297,3,2,6.8,4.5,95.5,4,29,8.33,6.8,6.19,6.07,5.56,9.6,26,34,-8,60,22,78,3.5,0,375,70,5.36,68,5.60,3,30:33,3:26,3,2,2,2,2,1,0,0
67,SFO,2022-10-30,3,31,22,23,368,4,Sun,8,8,@,LAR,W 31-14,22,26,4,84.6,257,3,0,11.5,0.0,148.2,3,12,10.34,9.9,8.86,12.19,10.93,11.7,31,14,17,45,23,111,4.8,1,368,52,7.08,56,3.98,0,29:56,2:45,4,4,4,1,1,0,0,0
68,KAN,2022-10-23,3,44,25,21,529,6,Sun,7,7,@,SFO,W 44-23,25,36,11,69.4,417,3,1,8.3,2.8,125.1,1,6,2.70,11.6,11.27,12.00,11.68,16.7,44,23,21,67,21,112,5.3,3,529,58,9.12,72,6.17,2,26:15,3:05,6,6,6,1,0,0,0,1
