Rk,Season,Team,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Att,Yds,Y/A,TD
764,2006,DEN,256,488,16,9,7,0,.563,319,305,14,256,454,198,56.4,2799,20,18,4.4,4.0,74.7,31,196,6.39,6.2,5.77,5.26,4.93,10.9,488,2152,4.4,12
765,2009,OAK,255,410,16,5,11,0,.313,197,379,-182,255,485,230,52.6,2557,10,18,2.1,3.7,62.0,49,318,9.18,5.3,4.79,4.01,3.65,10.0,410,1701,4.1,7
766,2002,CAR,255,452,16,7,9,0,.438,258,302,-44,255,464,209,55.0,2694,15,22,3.2,4.7,65.7,44,287,8.66,5.8,5.30,4.32,3.94,10.6,452,1586,3.5,11
767,2000,DAL,255,463,16,5,11,0,.313,294,361,-67,255,445,190,57.3,2522,14,21,3.1,4.7,66.6,35,249,7.29,5.7,5.25,4.17,3.87,9.9,463,1953,4.2,15
768,2002,DAL,252,423,16,5,11,0,.313,217,329,-112,252,471,219,53.5,2621,14,16,3.0,3.4,69.1,54,399,10.29,5.6,4.99,4.63,4.15,10.4,423,1754,4.1,7
769,2004,CLE,251,441,16,4,12,0,.250,276,390,-114,251,439,188,57.2,2824,21,21,4.8,4.8,74.9,41,252,8.54,6.4,5.88,5.24,4.79,11.3,441,1657,3.8,6
770,2007,MIN,249,494,16,8,8,0,.500,365,311,54,249,432,183,57.6,2745,12,14,2.8,3.2,74.2,38,193,8.09,6.4,5.84,5.45,5.01,11.0,494,2634,5.3,22
771,2004,CHI,249,430,16,5,11,0,.313,231,331,-100,249,471,222,52.9,2192,9,16,1.9,3.4,61.7,66,449,12.29,4.7,4.08,3.51,3.08,8.8,430,1624,3.8,10
772,2003,HOU,248,421,16,5,11,0,.313,255,380,-125,248,439,191,56.5,2655,14,18,3.2,4.1,69.7,36,186,7.58,6.0,5.59,4.84,4.47,10.7,421,1651,3.9,14
773,2005,ATL,247,531,16,8,8,0,.500,351,341,10,247,451,204,54.8,2679,19,13,4.2,2.9,76.6,39,228,7.96,5.9,5.47,5.49,5.05,10.8,531,2546,4.8,17
774,2008,CAR,246,504,16,12,4,0,.750,414,329,85,246,414,168,59.4,3158,15,12,3.6,2.9,84.7,20,130,4.61,7.6,7.28,7.05,6.72,12.8,504,2437,4.8,30
775,2013,SFO,244,505,16,12,4,0,.750,406,272,134,244,417,173,58.5,2979,21,8,5.0,1.9,91.7,39,231,8.55,7.1,6.53,7.29,6.66,12.2,505,2201,4.4,18
776,2000,MIA,243,496,16,11,5,0,.688,323,226,97,243,421,178,57.7,2567,15,17,3.6,4.0,72.2,28,153,6.24,6.1,5.72,4.99,4.68,10.6,496,1894,3.8,16
777,2011,JAX,240,489,16,5,11,0,.313,243,329,-86,240,469,229,51.2,2179,12,15,2.6,3.2,62.2,44,331,8.58,4.6,4.25,3.72,3.40,9.1,489,1970,4.0,9
778,2008,CLE,238,409,16,4,12,0,.250,232,350,-118,238,488,250,48.8,2380,11,20,2.3,4.1,54.8,24,157,4.69,4.9,4.65,3.48,3.32,10.0,409,1605,3.9,6
779,2000,TAM,237,490,16,10,6,0,.625,388,269,119,237,433,196,54.7,2583,18,13,4.2,3.0,76.2,38,241,8.07,6.0,5.48,5.45,5.01,10.9,490,2066,4.2,18
780,2002,HOU,235,424,16,4,12,0,.250,213,356,-143,235,447,212,52.6,2225,11,15,2.5,3.4,64.7,76,411,14.53,5.0,4.25,3.96,3.38,9.5,424,1347,3.2,6
781,2001,WAS,235,490,16,8,8,0,.500,256,303,-47,235,432,197,54.4,2487,13,13,3.0,3.0,71.1,38,229,8.09,5.8,5.29,5.00,4.60,10.6,490,1948,4.0,10
782,2003,ATL,230,435,16,5,11,0,.313,299,422,-123,230,460,230,50.0,2408,14,21,3.0,4.6,58.7,35,223,7.07,5.2,4.86,3.79,3.52,10.5,435,1949,4.5,17
783,2005,PIT,228,549,16,11,5,0,.688,389,258,131,228,379,151,60.2,2926,21,14,5.5,3.7,89.4,32,178,7.79,7.7,7.12,7.17,6.61,12.8,549,2223,4.0,21
784,2004,PIT,228,618,16,15,1,0,.938,372,251,121,228,358,130,63.7,2720,20,13,5.6,3.6,93.2,36,250,9.14,7.6,6.90,7.08,6.43,11.9,618,2464,4.0,16
785,2006,TEN,226,469,16,8,8,0,.500,324,400,-76,226,447,221,50.6,2596,13,19,2.9,4.3,61.8,29,152,6.09,5.8,5.45,4.48,4.20,11.5,469,2214,4.7,15
786,2022,CHI,223,558,17,3,14,0,.176,326,463,-137,223,377,154,59.2,2219,19,15,5.0,4.0,80.3,58,379,13.33,5.9,5.10,5.10,4.42,10.0,558,3014,5.4,18
787,2008,OAK,222,459,16,5,11,0,.313,263,388,-125,222,421,199,52.7,2369,13,11,3.1,2.6,71.6,39,270,8.48,5.6,5.15,5.07,4.64,10.7,459,1987,4.3,9
788,2006,ATL,222,537,16,7,9,0,.438,292,328,-36,222,416,194,53.4,2371,21,15,5.0,3.6,75.2,47,311,10.15,5.7,5.12,5.09,4.57,10.7,537,2939,5.5,9
789,2009,CLE,219,498,16,5,11,0,.313,245,375,-130,219,443,224,49.4,2076,11,18,2.5,4.1,55.8,30,179,6.34,4.7,4.39,3.35,3.14,9.5,498,2087,4.2,10
790,2005,CHI,219,488,16,11,5,0,.688,260,202,58,219,418,199,52.4,2002,11,15,2.6,3.6,61.5,31,199,6.90,4.8,4.46,3.70,3.45,9.1,488,2099,4.3,11
791,2011,DEN,217,546,16,8,8,0,.500,309,390,-81,217,429,212,50.6,2434,20,13,4.7,3.0,73.5,42,274,8.92,5.7,5.17,5.24,4.77,11.2,546,2632,4.8,11
792,2004,ATL,217,524,16,11,5,0,.688,340,337,3,217,395,178,54.9,2412,15,16,3.8,4.1,72.0,50,280,11.24,6.1,5.42,5.04,4.48,11.1,524,2672,5.1,20
793,2003,BAL,217,552,16,10,6,0,.625,391,281,110,217,415,198,52.3,2255,16,19,3.9,4.6,64.7,42,262,9.19,5.4,4.93,4.14,3.76,10.4,552,2674,4.8,18
794,2000,PIT,217,527,16,9,7,0,.563,321,255,66,217,439,222,49.4,2518,12,10,2.7,2.3,68.9,43,220,8.92,5.7,5.22,5.26,4.79,11.6,527,2248,4.3,19
795,2009,NYJ,210,607,16,9,7,0,.563,348,236,112,210,393,183,53.4,2380,12,21,3.1,5.3,62.0,30,216,7.09,6.1,5.63,4.26,3.96,11.3,607,2756,4.5,21
796,2001,DAL,210,505,16,5,11,0,.313,246,338,-92,210,413,203,50.8,2218,14,20,3.4,4.8,59.9,34,190,7.61,5.4,4.96,3.87,3.57,10.6,505,2184,4.3,8
797,2000,CIN,207,495,16,4,12,0,.250,185,359,-174,207,454,247,45.6,1946,6,14,1.3,3.1,52.0,52,273,10.28,4.3,3.85,3.16,2.84,9.4,495,2314,4.7,13
798,2005,SFO,204,428,16,4,12,0,.250,239,428,-189,204,389,185,52.4,1898,8,21,2.1,5.4,53.6,48,292,10.98,4.9,4.34,2.86,2.55,9.3,428,1689,3.9,9
