Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
664,2010,NYJ,288,269,408,16,11,5,0,.688,367,304,63,288,525,237,54.9,3242,20,14,3.8,2.7,76.5,28,178,5.06,6.2,5.86,5.74,5.45,11.3,269,531,50.7,3210,24,40,244,12,77.1,408,1454,3.6,11
665,2007,JAX,288,319,390,16,11,5,0,.688,411,304,107,288,469,181,61.4,3328,28,8,6.0,1.7,97.1,31,167,6.20,7.1,6.66,7.52,7.06,11.6,319,543,58.7,3416,20,37,244,20,76.1,390,1605,4.1,12
666,2007,TEN,288,349,369,16,10,6,0,.625,301,297,4,288,464,176,62.1,2878,9,17,1.9,3.7,72.6,30,199,6.07,6.2,5.83,4.94,4.64,10.0,349,569,61.3,3187,21,40,241,22,74.5,369,1478,4.0,11
667,2004,SDG,288,372,355,16,12,4,0,.750,446,313,133,288,450,162,64.0,3357,29,8,6.4,1.8,102.0,21,149,4.46,7.5,7.13,7.95,7.59,11.7,372,607,61.3,4053,19,29,142,23,76.6,355,1307,3.7,15
668,2004,WAS,288,294,419,16,6,10,0,.375,240,265,-25,288,514,226,56.0,2632,18,17,3.5,3.3,70.0,38,242,6.88,5.1,4.77,4.33,4.03,9.1,294,515,57.1,2977,17,40,245,18,72.2,419,1304,3.1,7
669,2016,SFO,287,322,548,16,2,14,0,.125,309,480,-171,287,491,204,58.5,2911,21,10,4.3,2.0,83.4,47,255,8.74,5.9,5.41,5.87,5.36,10.1,322,521,61.8,3848,30,33,165,10,96.9,548,2654,4.8,25
670,2014,NYJ,287,345,393,16,4,12,0,.250,283,401,-118,287,498,211,57.6,2946,16,15,3.2,3.0,75.1,47,260,8.62,5.9,5.41,5.20,4.75,10.3,345,538,64.1,3746,31,45,310,6,101.5,393,1489,3.8,10
671,2014,SEA,287,313,380,16,12,4,0,.750,394,254,140,287,454,167,63.2,3250,20,7,4.4,1.5,95.1,42,242,8.47,7.2,6.55,7.35,6.72,11.3,313,507,61.7,2970,17,37,234,13,80.4,380,1304,3.4,8
672,2012,CHI,287,350,388,16,10,6,0,.625,375,277,98,287,485,198,59.2,2999,21,16,4.3,3.3,80.4,44,299,8.32,6.2,5.67,5.56,5.10,10.4,350,592,59.1,3423,19,41,289,24,71.3,388,1627,4.2,6
673,2006,SDG,287,307,386,16,14,2,0,.875,492,303,189,287,466,179,61.6,3262,24,9,5.2,1.9,93.0,28,150,5.67,7.0,6.60,7.16,6.76,11.4,307,538,57.1,3212,19,61,351,16,76.6,386,1613,4.2,13
674,2000,BAL,287,295,361,16,12,4,0,.750,333,165,168,287,504,217,56.9,2815,20,19,4.0,3.8,72.7,43,287,7.86,5.6,5.15,4.68,4.31,9.8,295,528,55.9,2997,11,35,178,23,62.5,361,970,2.7,5
675,2016,BUF,286,306,469,16,7,9,0,.438,399,378,21,286,474,188,60.3,3036,17,7,3.6,1.5,86.7,46,214,8.85,6.4,5.84,6.46,5.89,10.6,306,511,59.9,3582,19,39,253,12,85.9,469,2130,4.5,21
676,2011,MIN,286,367,439,16,3,13,0,.188,340,449,-109,286,510,224,56.1,2957,20,17,3.9,3.3,74.6,49,298,8.77,5.8,5.29,5.08,4.64,10.3,367,538,68.2,4019,34,50,342,8,107.6,439,1712,3.9,10
677,2009,CIN,286,318,399,16,10,6,0,.625,305,291,14,286,477,191,60.0,2890,21,13,4.4,2.7,82.7,29,244,5.73,6.1,5.71,5.71,5.39,10.1,318,547,58.1,3249,18,34,237,19,73.6,399,1573,3.9,12
678,2004,HOU,286,344,417,16,7,9,0,.438,309,339,-30,286,471,185,60.7,3246,16,14,3.4,3.0,83.0,49,301,9.42,6.9,6.24,6.23,5.65,11.3,344,530,64.9,3615,32,24,161,22,88.7,417,1843,4.4,4
679,2000,TEN,286,242,387,16,13,3,0,.813,346,191,155,286,462,176,61.9,3266,18,16,3.9,3.5,83.2,27,164,5.52,7.1,6.68,6.29,5.94,11.4,242,466,51.9,2423,10,55,338,17,62.0,387,1390,3.6,7
680,2022,TEN,285,439,390,17,7,10,0,.412,298,359,-61,285,456,171,62.5,2914,16,11,3.5,2.4,85.3,49,313,9.70,6.4,5.77,6.01,5.42,10.2,439,671,65.4,4671,29,39,264,14,93.0,390,1307,3.4,9
681,2017,IND,285,320,488,16,4,12,0,.250,263,404,-141,285,487,202,58.5,2892,13,9,2.7,1.8,79.7,56,334,10.31,5.9,5.33,5.64,5.06,10.1,320,513,62.4,3946,23,25,177,13,91.9,488,1927,3.9,15
682,2010,ARI,285,324,526,16,5,11,0,.313,289,434,-145,285,561,276,50.8,2921,10,19,1.8,3.4,60.5,50,343,8.18,5.2,4.78,4.04,3.71,10.2,324,533,60.8,3654,22,33,227,17,83.5,526,2323,4.4,19
683,2007,CAR,285,337,472,16,7,9,0,.438,267,347,-80,285,505,220,56.4,2735,19,17,3.8,3.4,71.9,33,206,6.13,5.4,5.08,4.65,4.37,9.6,337,537,62.8,3426,22,23,177,14,85.1,472,1771,3.8,13
684,2004,DET,285,328,498,16,6,10,0,.375,296,350,-54,285,505,220,56.4,2916,19,13,3.8,2.6,76.7,37,208,6.83,5.8,5.38,5.37,5.00,10.2,328,535,61.3,3514,29,38,222,14,89.4,498,1887,3.8,10
685,2000,ATL,285,306,453,16,4,12,0,.250,252,413,-161,285,514,229,55.4,2780,14,20,2.7,3.9,66.8,61,386,10.61,5.4,4.83,4.20,3.76,9.8,306,515,59.4,3624,23,31,142,15,84.8,453,1983,4.4,16
686,2012,CAR,284,371,416,16,7,9,0,.438,357,363,-6,284,490,206,58.0,3683,19,12,3.9,2.4,86.5,36,244,6.84,7.5,7.00,7.19,6.70,13.0,371,555,66.8,3568,22,39,284,11,91.7,416,1761,4.2,11
687,2000,OAK,284,359,383,16,12,4,0,.750,479,299,180,284,475,191,59.8,3306,28,11,5.9,2.3,92.0,28,124,5.57,7.0,6.57,7.10,6.70,11.6,359,588,61.1,3698,25,43,278,21,80.4,383,1551,4.0,8
688,2020,NWE,283,333,464,16,7,9,0,.438,326,353,-27,283,440,157,64.3,2890,12,14,2.7,3.2,81.1,37,234,7.76,6.6,6.06,5.68,5.24,10.2,333,494,67.4,3557,22,24,165,18,89.3,464,2103,4.5,17
689,2018,ARI,283,342,510,16,3,13,0,.188,225,425,-200,283,495,212,57.2,2523,15,18,3.0,3.6,69.0,52,361,9.51,5.1,4.61,4.07,3.68,8.9,342,506,67.6,3262,21,49,333,7,96.1,510,2479,4.9,25
690,2005,JAX,283,285,434,16,12,4,0,.750,361,269,92,283,487,204,58.1,3190,21,6,4.3,1.2,88.4,32,162,6.17,6.6,6.15,6.86,6.44,11.3,285,482,59.1,2946,22,47,277,19,78.0,434,1709,3.9,4
691,2003,WAS,283,285,504,16,5,11,0,.313,287,372,-85,283,527,244,53.7,3006,21,16,4.0,3.0,73.3,43,267,7.54,5.7,5.27,5.13,4.75,10.6,285,483,59.0,3195,23,27,159,17,81.4,504,2217,4.4,20
692,2010,SFO,282,358,447,16,6,10,0,.375,305,346,-41,282,500,218,56.4,3356,19,15,3.8,3.0,79.4,44,257,8.09,6.7,6.17,6.12,5.63,11.9,358,550,65.1,3697,25,36,244,15,90.0,447,1547,3.5,9
693,2007,PIT,282,292,361,16,10,6,0,.625,393,269,124,282,442,160,63.8,3071,34,14,7.7,3.2,99.9,47,347,9.61,6.9,6.28,7.06,6.38,10.9,292,536,54.5,2824,22,36,243,11,76.5,361,1438,4.0,6
694,2006,CHI,282,328,402,16,13,3,0,.813,427,255,172,282,514,232,54.9,3281,24,22,4.7,4.3,73.5,25,165,4.64,6.4,6.09,5.39,5.14,11.6,328,581,56.5,3116,18,40,272,24,66.5,402,1590,4.0,7
695,2004,NYJ,282,289,432,16,10,6,0,.625,333,261,72,282,438,156,64.4,3050,19,11,4.3,2.5,90.5,31,181,6.61,7.0,6.50,6.70,6.26,10.8,289,497,58.1,3312,21,37,220,19,78.3,432,1566,3.6,8
696,2008,DET,281,303,536,16,0,16,0,.000,268,517,-249,281,509,228,55.2,2960,18,19,3.5,3.7,71.3,52,339,9.27,5.8,5.28,4.84,4.39,10.5,303,443,68.4,3716,25,30,191,4,110.9,536,2754,5.1,31
697,2007,SDG,281,338,416,16,11,5,0,.688,412,284,128,281,471,190,59.7,3005,22,16,4.7,3.4,81.3,24,170,4.85,6.4,6.07,5.79,5.51,10.7,338,555,60.9,3412,20,42,272,30,70.0,416,1712,4.1,11
698,2018,SEA,280,355,366,16,10,6,0,.625,428,347,81,280,427,147,65.6,3093,35,7,8.2,1.6,110.9,51,355,10.67,7.2,6.47,8.15,7.28,11.0,355,546,65.0,3842,26,43,261,12,94.3,366,1811,4.9,9
699,2011,MIA,280,350,412,16,6,10,0,.375,329,313,16,280,469,189,59.7,3091,20,13,4.3,2.8,84.9,52,334,9.98,6.6,5.93,6.20,5.58,11.0,350,590,59.3,3992,24,41,241,16,83.7,412,1530,3.7,8
700,2003,DEN,280,265,379,16,10,6,0,.625,381,301,80,280,479,199,58.5,2969,19,18,4.0,3.8,75.6,25,157,4.96,6.2,5.89,5.30,5.04,10.6,265,495,53.5,2828,17,36,221,9,76.2,379,1605,4.2,11
701,2010,OAK,279,249,474,16,8,8,0,.500,410,371,39,279,491,212,56.8,3180,18,16,3.7,3.3,77.5,44,291,8.22,6.5,5.94,5.74,5.27,11.4,249,470,53.0,3027,29,47,292,12,85.6,474,2138,4.5,14
702,2009,TAM,279,301,529,16,3,13,0,.188,244,400,-156,279,524,245,53.2,2973,18,29,3.4,5.5,59.8,33,161,5.92,5.7,5.34,3.87,3.64,10.7,301,482,62.4,3318,28,28,166,19,87.2,529,2531,4.8,16
703,2005,DEN,279,344,344,16,13,3,0,.813,395,258,137,279,465,186,60.0,3227,18,7,3.9,1.5,88.9,23,146,4.71,6.9,6.61,7.04,6.70,11.6,344,613,56.1,3643,20,28,190,20,72.2,344,1363,4.0,10
704,2003,PHI,279,337,461,16,12,4,0,.750,374,287,87,279,484,205,57.6,3020,17,11,3.5,2.3,80.5,43,253,8.16,6.2,5.73,5.92,5.44,10.8,337,559,60.3,3236,17,38,248,13,78.7,461,2071,4.5,13
705,2001,CLE,279,309,494,16,7,9,0,.438,285,319,-34,279,466,187,59.9,2801,18,21,3.9,4.5,74.3,51,353,9.86,6.0,5.42,4.76,4.29,10.0,309,552,56.0,3089,18,43,288,33,60.2,494,2208,4.5,11
706,2005,WAS,278,291,411,16,10,6,0,.625,359,293,66,278,481,203,57.8,3106,25,11,5.2,2.3,87.0,31,240,6.05,6.5,6.07,6.47,6.08,11.2,291,535,54.4,3081,15,35,237,16,70.1,411,1686,4.1,15
707,2003,OAK,278,286,544,16,4,12,0,.250,270,379,-109,278,521,243,53.4,2751,9,14,1.7,2.7,65.0,43,237,7.62,5.3,4.88,4.42,4.08,9.9,286,467,61.2,3394,21,25,162,14,87.3,544,2510,4.6,21
708,2001,ATL,278,331,405,16,7,9,0,.438,291,377,-86,278,485,207,57.3,3308,19,17,3.9,3.5,80.0,64,387,11.66,6.8,6.03,6.03,5.32,11.9,331,515,64.3,3902,29,37,230,18,93.3,405,1943,4.8,13
709,2000,CLE,278,262,594,16,3,13,0,.188,161,419,-258,278,483,205,57.6,2445,9,19,1.9,3.9,63.4,40,283,7.65,5.1,4.67,3.66,3.38,8.8,262,486,53.9,3138,18,42,270,12,78.3,594,2505,4.2,26
710,2011,SFO,277,333,353,16,13,3,0,.813,380,229,151,277,451,174,61.4,2930,18,5,4.0,1.1,91.4,44,263,8.89,6.5,5.92,6.80,6.19,10.6,333,579,57.5,3695,20,42,283,23,73.6,353,1236,3.5,3
711,2002,DET,277,371,495,16,3,13,0,.188,306,451,-145,277,577,300,48.0,2994,19,25,3.3,4.3,57.9,20,174,3.35,5.2,5.02,3.90,3.77,10.8,371,591,62.8,4150,27,33,254,10,93.6,495,1967,4.0,19
712,2000,DET,277,311,421,16,9,7,0,.563,307,307,0,277,503,226,55.1,2675,14,19,2.8,3.8,66.3,53,317,9.53,5.3,4.81,4.17,3.78,9.7,311,544,57.2,3210,16,28,162,25,66.2,421,1823,4.3,14
713,2010,CHI,276,363,386,16,11,5,0,.688,334,286,48,276,466,190,59.2,3015,23,21,4.9,4.5,79.5,56,382,10.73,6.5,5.78,5.43,4.85,10.9,363,582,62.4,3588,14,34,232,21,74.4,386,1441,3.7,14
714,2001,MIA,275,262,453,16,11,5,0,.688,344,290,54,275,453,178,60.7,3157,20,19,4.4,4.2,80.6,27,178,5.63,7.0,6.58,5.96,5.63,11.5,262,467,56.1,2829,22,37,230,17,76.7,453,1779,3.9,9
715,2014,CLE,274,335,500,16,7,9,0,.438,299,337,-38,274,502,228,54.6,3465,12,16,2.4,3.2,72.8,31,213,5.82,6.9,6.50,5.95,5.60,12.6,335,587,57.1,3592,22,31,191,21,74.1,500,2265,4.5,13
716,2010,KAN,274,319,408,16,10,6,0,.625,366,326,40,274,475,201,57.7,2968,27,8,5.7,1.7,90.1,32,221,6.31,6.2,5.85,6.63,6.21,10.8,319,581,54.9,3519,23,39,258,14,78.1,408,1764,4.3,11
717,2007,SFO,274,345,504,16,5,11,0,.313,219,364,-145,274,513,239,53.4,2320,15,17,2.9,3.3,64.3,55,365,9.68,4.5,4.08,3.62,3.27,8.5,345,543,63.5,3643,24,31,183,12,89.9,504,1896,3.8,9
718,2006,WAS,274,289,492,16,5,11,0,.313,307,376,-69,274,470,196,58.3,3027,19,10,4.0,2.1,83.4,19,147,3.89,6.4,6.19,6.29,6.05,11.0,289,486,59.5,3491,30,19,95,6,97.8,492,2197,4.5,9
719,2001,PIT,274,295,339,16,13,3,0,.813,352,212,140,274,454,180,60.4,3113,16,12,3.5,2.6,83.4,31,182,6.39,6.9,6.42,6.37,5.96,11.4,295,525,56.2,2942,19,55,367,16,74.5,339,1195,3.5,5
720,2015,STL,273,399,453,16,7,9,0,.438,280,330,-50,273,473,200,57.7,2805,11,11,2.3,2.3,74.1,18,126,3.67,5.9,5.71,5.35,5.15,10.3,399,597,66.8,4065,21,41,236,13,90.4,453,1820,4.0,7
721,2012,KAN,273,279,482,16,2,14,0,.125,211,425,-214,273,475,202,57.5,2713,8,20,1.7,4.2,63.8,40,224,7.77,5.7,5.27,4.15,3.83,9.9,279,464,60.1,3533,29,27,161,7,99.9,482,2171,4.5,11
722,2010,TEN,273,410,474,16,6,10,0,.375,356,339,17,273,474,201,57.6,3107,24,15,5.1,3.2,82.6,27,171,5.39,6.6,6.20,6.14,5.81,11.4,410,625,65.6,4032,23,40,272,17,86.4,474,1851,3.9,7
723,2012,NYJ,272,266,495,16,6,10,0,.375,281,375,-94,272,493,221,55.2,2891,14,19,2.8,3.9,68.3,47,287,8.70,5.9,5.35,4.70,4.29,10.6,266,494,53.8,3036,20,30,170,11,78.2,495,2138,4.3,17
724,2006,KAN,272,314,461,16,9,7,0,.563,331,315,16,272,450,178,60.4,3000,18,12,4.0,2.7,84.7,41,243,8.35,6.7,6.11,6.27,5.74,11.0,314,506,62.1,3334,18,32,190,15,82.3,461,1928,4.2,14
725,2001,NYJ,272,313,481,16,10,6,0,.625,308,295,13,272,464,192,58.6,2741,17,14,3.7,3.0,76.4,19,130,3.93,5.9,5.67,5.28,5.07,10.1,313,516,60.7,2999,14,33,171,20,71.1,481,2154,4.5,15
726,2018,BUF,271,313,440,16,6,10,0,.375,269,374,-105,271,499,228,54.3,2794,13,23,2.6,4.6,62.6,41,288,7.59,5.6,5.17,4.05,3.74,10.3,313,492,63.6,2867,22,36,217,16,82.6,440,1839,4.2,17
727,2009,TEN,271,404,402,16,8,8,0,.500,354,402,-48,271,476,205,56.9,3031,16,15,3.4,3.2,74.8,15,73,3.05,6.4,6.17,5.62,5.45,11.2,404,604,66.9,4139,31,32,224,20,91.2,402,1711,4.3,16
728,2003,CHI,271,326,449,16,7,9,0,.438,283,346,-63,271,515,244,52.6,2617,12,20,2.3,3.9,61.0,43,288,7.71,5.1,4.69,3.80,3.51,9.7,326,525,62.1,3082,20,18,105,15,79.9,449,1865,4.2,13
729,2002,MIA,271,294,407,16,9,7,0,.563,378,301,77,271,455,184,59.6,2890,18,15,4.0,3.3,79.3,25,179,5.21,6.4,6.02,5.66,5.36,10.7,294,520,56.5,3102,20,47,327,21,72.7,407,1554,3.8,9
730,2005,HOU,270,304,506,16,2,14,0,.125,260,431,-171,270,449,179,60.1,2237,15,13,3.3,2.9,76.0,68,424,13.15,5.0,4.33,4.35,3.78,8.3,304,469,64.8,3521,24,37,206,7,100.0,506,2303,4.6,21
731,2003,CAR,270,299,434,16,11,5,0,.688,325,304,21,270,460,190,58.7,3050,19,16,4.1,3.5,79.6,26,188,5.35,6.6,6.28,5.89,5.58,11.3,299,522,57.3,3003,19,40,212,16,74.8,434,1722,4.0,10
732,2005,BUF,269,314,489,16,5,11,0,.313,271,367,-96,269,459,190,58.6,2515,18,16,3.9,3.5,75.4,43,337,8.57,5.5,5.01,4.69,4.29,9.3,314,503,62.4,3291,19,38,269,17,82.1,489,2205,4.5,22
733,2005,CAR,269,305,408,16,11,5,0,.688,391,259,132,269,449,180,59.9,3271,25,16,5.6,3.6,88.1,28,214,5.87,7.3,6.86,6.80,6.40,12.2,305,528,57.8,3057,15,45,294,23,68.0,408,1465,3.6,9
734,2004,NYG,269,292,498,16,6,10,0,.375,303,347,-44,269,475,206,56.6,2818,12,13,2.5,2.7,73.5,52,279,9.87,5.9,5.35,5.21,4.69,10.5,292,467,62.5,3030,28,40,250,14,90.9,498,2157,4.3,13
735,2011,CHI,268,383,384,16,8,8,0,.500,353,341,12,268,473,205,56.7,3011,18,20,3.8,4.2,73.8,49,335,9.39,6.4,5.77,5.22,4.73,11.2,383,631,60.7,4065,22,33,208,20,79.3,384,1542,4.0,10
736,2006,BUF,268,324,476,16,7,9,0,.438,300,311,-11,268,431,163,62.2,2719,19,14,4.4,3.2,84.6,47,332,9.83,6.3,5.69,5.73,5.17,10.1,324,513,63.2,3019,18,40,265,13,82.5,476,2254,4.7,14
737,2005,NYJ,268,284,554,16,4,12,0,.250,240,355,-115,268,470,202,57.0,2642,11,15,2.3,3.2,70.6,53,347,10.13,5.6,5.05,4.65,4.18,9.9,284,463,61.3,2755,17,30,193,21,73.1,554,2185,3.9,19
738,2002,ATL,268,285,441,16,9,6,1,.594,402,314,88,268,479,211,55.9,3167,18,12,3.8,2.5,80.2,36,217,6.99,6.6,6.15,6.24,5.80,11.8,285,514,55.4,3287,23,47,298,24,72.8,441,2047,4.6,12
739,2002,JAX,268,314,487,16,6,10,0,.375,328,315,13,268,462,194,58.0,2762,18,9,3.9,1.9,82.5,42,257,8.33,6.0,5.48,5.88,5.39,10.3,314,519,60.5,3264,19,36,224,14,81.5,487,2071,4.3,14
740,2022,CAR,267,383,488,17,7,10,0,.412,347,374,-27,267,457,190,58.4,2996,16,13,3.5,2.8,80.2,36,250,7.30,6.6,6.08,5.98,5.54,11.2,383,580,66.0,3868,25,35,230,10,93.7,488,2085,4.3,17
741,2013,SEA,267,309,422,16,13,3,0,.813,417,231,186,267,420,153,63.6,3236,27,9,6.4,2.1,102.4,44,272,9.48,7.7,6.97,8.03,7.27,12.1,309,524,59.0,2752,16,44,298,28,63.4,422,1626,3.9,4
742,2008,MIN,267,324,371,16,10,6,0,.625,379,333,46,267,452,185,59.1,2956,22,17,4.9,3.8,81.5,43,261,8.69,6.5,5.97,5.82,5.32,11.1,324,530,61.1,3449,15,45,304,12,82.5,371,1230,3.3,10
743,2013,NYJ,266,345,421,16,8,8,0,.500,290,387,-97,266,480,214,55.4,2932,13,22,2.7,4.6,66.6,47,338,8.92,6.1,5.56,4.59,4.18,11.0,345,586,58.9,3947,26,41,242,13,86.5,421,1412,3.4,9
744,2006,JAX,266,294,420,16,8,8,0,.500,371,274,97,266,446,180,59.6,2882,17,14,3.8,3.1,80.0,30,178,6.30,6.5,6.05,5.81,5.45,10.8,294,523,56.2,3078,12,35,200,20,66.8,420,1460,3.5,14
745,2008,ATL,265,325,415,16,11,5,0,.688,391,325,66,265,434,169,61.1,3336,16,11,3.7,2.5,87.7,17,104,3.77,7.7,7.40,7.28,7.01,12.6,325,549,59.2,3526,20,34,245,10,84.6,415,2040,4.9,17
746,2008,TEN,265,342,403,16,13,3,0,.813,375,234,141,265,453,188,58.5,2819,13,9,2.9,2.0,78.8,12,83,2.58,6.2,6.06,5.90,5.75,10.6,342,575,59.5,3196,12,44,262,20,69.2,403,1502,3.7,12
747,2009,CAR,264,305,450,16,8,8,0,.500,315,308,7,264,465,201,56.8,2799,16,20,3.4,4.3,70.5,33,271,6.63,6.0,5.62,4.77,4.46,10.6,305,495,61.6,3056,14,31,193,22,71.7,450,1997,4.4,15
748,2007,BUF,263,354,454,16,7,9,0,.438,252,354,-102,263,445,182,59.1,2634,12,14,2.7,3.1,73.8,26,208,5.52,5.9,5.59,5.04,4.76,10.0,354,567,62.4,3814,19,26,144,18,81.1,454,1993,4.4,15
749,2006,OAK,263,245,542,16,2,14,0,.125,168,332,-164,263,483,220,54.5,2420,7,24,1.4,5.0,56.2,72,430,12.97,5.0,4.36,3.06,2.67,9.2,245,410,59.8,2413,17,34,218,18,74.1,542,2144,4.0,15
750,2008,SEA,262,366,457,16,4,12,0,.250,294,392,-98,262,474,212,55.3,2617,18,15,3.8,3.2,72.5,36,214,7.06,5.5,5.13,4.86,4.51,10.0,366,566,64.7,4149,25,35,193,9,96.0,457,1899,4.2,13
751,2004,BUF,262,261,447,16,9,7,0,.563,395,284,111,262,461,199,56.8,2817,21,17,4.6,3.7,76.7,38,215,7.62,6.1,5.65,5.36,4.95,10.8,261,486,53.7,2624,20,45,319,24,65.2,447,1604,3.6,6
752,2002,BAL,262,360,471,16,7,9,0,.438,316,354,-38,262,479,217,54.7,2847,20,14,4.2,2.9,76.5,41,271,7.88,5.9,5.48,5.46,5.03,10.9,360,573,62.8,3591,16,33,232,25,73.4,471,1762,3.7,17
753,2008,BAL,261,276,366,16,11,5,0,.688,385,244,141,261,433,172,60.3,2808,16,12,3.7,2.8,82.8,33,277,7.08,6.5,6.03,5.98,5.55,10.8,276,528,52.3,2875,17,34,257,26,60.6,366,1302,3.6,4
754,2007,OAK,260,261,486,16,4,12,0,.250,283,398,-115,260,451,191,57.6,2631,17,20,3.8,4.4,70.9,41,262,8.33,5.8,5.35,4.59,4.21,10.1,261,439,59.5,3132,17,27,186,18,78.9,486,2334,4.8,24
755,2012,SEA,259,327,368,16,11,5,0,.688,412,245,167,259,405,146,64.0,3031,27,10,6.7,2.5,100.6,33,203,7.53,7.5,6.92,7.71,7.13,11.7,327,564,58.0,3250,15,36,247,18,71.8,368,1649,4.5,8
756,2004,BAL,258,276,469,16,9,7,0,.563,317,268,49,258,465,207,55.5,2312,13,11,2.8,2.4,70.7,35,247,7.00,5.0,4.62,4.47,4.15,9.0,276,501,55.1,3122,14,39,264,21,68.0,469,1681,3.6,9
757,2001,SEA,258,339,427,16,9,7,0,.563,301,324,-23,258,462,204,55.8,2836,15,12,3.2,2.6,77.2,49,328,9.59,6.1,5.55,5.62,5.08,11.0,339,563,60.2,3485,20,38,248,14,81.4,427,1721,4.0,9
758,2022,ATL,257,372,500,17,7,10,0,.412,365,386,-21,257,415,158,61.9,2699,17,9,4.1,2.2,87.7,37,228,8.19,6.5,5.97,6.35,5.83,10.5,372,561,66.3,3942,26,21,148,10,95.7,500,2214,4.4,15
759,2020,BAL,257,380,382,16,11,5,0,.688,468,303,165,257,406,149,63.3,2739,27,11,6.7,2.7,95.7,32,180,7.31,6.7,6.25,6.86,6.36,10.7,380,596,63.8,3536,22,39,272,10,87.2,382,1740,4.6,12
760,2006,SFO,257,331,473,16,7,9,0,.438,298,412,-114,257,444,187,57.9,2688,16,16,3.6,3.6,74.4,35,202,7.31,6.1,5.61,5.15,4.78,10.5,331,518,63.9,3571,25,34,246,14,90.9,473,1936,4.1,18
761,2003,MIA,257,319,441,16,10,6,0,.625,311,261,50,257,450,193,57.1,2792,17,19,3.8,4.2,72.5,31,209,6.44,6.2,5.80,5.06,4.73,10.9,319,529,60.3,3335,12,44,253,22,70.8,441,1452,3.3,11
762,2010,CAR,256,326,503,16,2,14,0,.125,196,408,-212,256,484,228,52.9,2289,9,21,1.9,4.3,57.0,50,346,9.36,4.7,4.29,3.15,2.85,8.9,326,526,62.0,3393,19,31,224,17,81.0,503,1981,3.9,20
763,2009,BUF,256,295,535,16,6,10,0,.375,258,326,-68,256,441,185,58.0,2515,17,19,3.9,4.3,71.7,46,274,9.45,5.7,5.16,4.54,4.11,9.8,295,519,56.8,2948,14,32,189,28,61.1,535,2501,4.7,19
764,2006,DEN,256,327,446,16,9,7,0,.563,319,305,14,256,454,198,56.4,2799,20,18,4.4,4.0,74.7,31,196,6.39,6.2,5.77,5.26,4.93,10.9,327,538,60.8,3407,13,35,202,17,75.6,446,1813,4.1,13
765,2009,OAK,255,259,548,16,5,11,0,.313,197,379,-182,255,485,230,52.6,2557,10,18,2.1,3.7,62.0,49,318,9.18,5.3,4.79,4.01,3.65,10.0,259,438,59.1,3303,16,37,228,8,89.5,548,2488,4.5,24
766,2002,CAR,255,293,448,16,7,9,0,.438,258,302,-44,255,464,209,55.0,2694,15,22,3.2,4.7,65.7,44,287,8.66,5.8,5.30,4.32,3.94,10.6,293,522,56.1,2993,18,52,336,17,73.4,448,1653,3.7,12
767,2000,DAL,255,277,538,16,5,11,0,.313,294,361,-67,255,445,190,57.3,2522,14,21,3.1,4.7,66.6,35,249,7.29,5.7,5.25,4.17,3.87,9.9,277,458,60.5,2693,20,25,189,16,78.7,538,2636,4.9,17
768,2002,DAL,252,334,481,16,5,11,0,.313,217,329,-112,252,471,219,53.5,2621,14,16,3.0,3.4,69.1,54,399,10.29,5.6,4.99,4.63,4.15,10.4,334,574,58.2,3449,22,24,137,19,75.6,481,1818,3.8,10
769,2004,CLE,251,277,532,16,4,12,0,.250,276,390,-114,251,439,188,57.2,2824,21,21,4.8,4.8,74.9,41,252,8.54,6.4,5.88,5.24,4.79,11.3,277,460,60.2,2901,17,32,190,15,79.0,532,2314,4.3,22
770,2007,MIN,249,415,379,16,8,8,0,.500,365,311,54,249,432,183,57.6,2745,12,14,2.8,3.2,74.2,38,193,8.09,6.4,5.84,5.45,5.01,11.0,415,646,64.2,4225,22,38,275,15,86.3,379,1185,3.1,7
771,2004,CHI,249,287,496,16,5,11,0,.313,231,331,-100,249,471,222,52.9,2192,9,16,1.9,3.4,61.7,66,449,12.29,4.7,4.08,3.51,3.08,8.8,287,515,55.7,3340,23,35,173,17,78.1,496,2050,4.1,9
772,2003,HOU,248,297,533,16,5,11,0,.313,255,380,-125,248,439,191,56.5,2655,14,18,3.2,4.1,69.7,36,186,7.58,6.0,5.59,4.84,4.47,10.7,297,502,59.2,3712,22,19,123,14,86.2,533,2370,4.4,15
773,2005,ATL,247,320,438,16,8,8,0,.500,351,341,10,247,451,204,54.8,2679,19,13,4.2,2.9,76.6,39,228,7.96,5.9,5.47,5.49,5.05,10.8,320,526,60.8,3137,18,37,257,16,78.4,438,2063,4.7,18
774,2008,CAR,246,333,432,16,12,4,0,.750,414,329,85,246,414,168,59.4,3158,15,12,3.6,2.9,84.7,20,130,4.61,7.6,7.28,7.05,6.72,12.8,333,557,59.8,3387,19,37,230,12,81.4,432,1912,4.4,14
