Rk,Season,Team,Cmp,Cmp,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Att,Yds,Y/A,TD
331,2013,JAX,349,354,507,16,4,12,0,.250,247,449,-202,349,592,243,59.0,3441,16,21,2.7,3.5,71.8,50,310,7.79,5.8,5.36,4.76,4.39,9.9,354,551,64.2,3962,29,31,225,11,96.5,507,2108,4.2,20
332,2010,WAS,349,367,444,16,6,10,0,.375,302,377,-75,349,605,256,57.7,3913,21,19,3.5,3.1,78.0,46,348,7.07,6.5,6.01,5.75,5.34,11.2,367,578,63.5,4187,23,29,176,14,89.6,444,2041,4.6,15
333,2001,IND,349,311,455,16,6,10,0,.375,413,486,-73,349,557,208,62.7,3989,27,23,4.8,4.1,84.9,30,238,5.11,7.2,6.80,6.27,5.95,11.4,311,509,61.1,3600,30,40,257,15,91.9,455,2115,4.6,20
334,2023,LVR,348,376,479,17,8,9,0,.471,332,331,1,348,557,209,62.5,3380,20,18,3.6,3.2,80.1,40,286,6.70,6.1,5.66,5.33,4.97,9.7,376,564,66.7,3610,21,46,290,13,89.3,479,2015,4.2,15
335,2021,CAR,348,337,474,17,5,12,0,.294,304,404,-100,348,599,251,58.1,3239,14,21,2.3,3.5,68.5,52,334,7.99,5.4,4.98,4.30,3.95,9.3,337,515,65.4,3266,26,39,293,9,95.0,474,1935,4.1,16
336,2018,LAC,348,351,395,16,12,4,0,.750,428,329,99,348,512,164,68.0,4089,32,12,6.3,2.3,104.9,34,227,6.23,8.0,7.49,8.18,7.67,11.8,351,548,64.1,3646,23,38,240,13,89.1,395,1693,4.3,11
337,2015,GNB,348,321,420,16,10,6,0,.625,368,323,45,348,573,225,60.7,3503,31,8,5.4,1.4,92.7,47,322,7.58,6.1,5.65,6.57,6.07,10.1,321,551,58.3,3642,20,43,256,16,80.1,420,1905,4.5,13
338,2010,PHI,348,309,423,16,10,6,0,.625,439,377,62,348,561,213,62.0,3906,28,13,5.0,2.3,92.1,49,309,8.03,7.0,6.40,6.92,6.36,11.2,309,536,57.6,3469,31,39,292,23,80.8,423,1766,4.2,12
339,2002,TAM,348,259,410,16,12,4,0,.750,346,196,150,348,567,219,61.4,3445,23,10,4.1,1.8,86.3,41,220,6.74,6.1,5.67,6.09,5.68,9.9,259,510,50.8,2490,10,43,295,31,48.4,410,1554,3.8,8
340,2000,GNB,348,307,417,16,9,7,0,.563,353,323,30,348,600,252,58.0,3678,21,16,3.5,2.7,78.2,34,238,5.36,6.1,5.80,5.63,5.33,10.6,307,557,55.1,3451,28,38,244,21,76.7,417,1618,3.9,7
341,2022,LAR,347,375,455,17,5,12,0,.294,307,384,-77,347,531,184,65.3,3108,16,15,3.0,2.8,82.3,59,398,10.00,5.9,5.27,5.18,4.67,9.0,375,556,67.4,3842,23,38,250,16,90.8,455,1956,4.3,12
342,2017,OAK,347,361,433,16,6,10,0,.375,301,373,-72,347,558,211,62.2,3631,23,14,4.1,2.5,85.3,24,130,4.12,6.5,6.24,6.20,5.95,10.5,361,530,68.1,3858,24,31,188,5,101.8,433,1743,4.0,11
343,2017,WAS,347,306,472,16,7,9,0,.438,342,388,-46,347,540,193,64.3,3751,27,13,5.0,2.4,93.9,41,342,7.06,6.9,6.46,6.86,6.38,10.8,306,531,57.6,3420,23,42,272,16,81.0,472,2146,4.5,13
344,2016,CHI,347,342,445,16,3,13,0,.188,279,399,-120,347,559,212,62.1,3969,19,19,3.4,3.4,81.8,28,170,4.77,7.1,6.76,6.25,5.95,11.4,342,530,64.5,3598,22,37,230,8,93.5,445,1950,4.4,18
345,2016,HOU,347,319,397,16,9,7,0,.563,279,328,-49,347,583,236,59.5,3176,15,16,2.6,2.7,73.3,32,242,5.20,5.4,5.16,4.73,4.48,9.2,319,522,61.1,3226,20,31,198,11,84.3,397,1595,4.0,13
346,2009,DAL,347,344,365,16,11,5,0,.688,361,250,111,347,550,203,63.1,4287,26,9,4.7,1.6,97.6,34,196,5.82,7.8,7.34,8.00,7.54,12.4,344,572,60.1,3606,19,42,268,11,83.5,365,1448,4.0,7
347,2008,NYJ,347,368,407,16,9,7,0,.563,405,356,49,347,529,182,65.6,3303,22,23,4.2,4.3,80.2,30,213,5.37,6.2,5.91,5.12,4.84,9.5,368,572,64.3,3752,23,41,253,14,88.1,407,1518,3.7,10
348,2005,IND,347,343,398,16,14,2,0,.875,439,247,192,347,515,168,67.4,4096,31,11,6.0,2.1,103.3,20,95,3.74,8.0,7.66,8.20,7.89,11.8,343,509,67.4,3151,17,46,318,18,83.0,398,1762,4.4,9
349,2022,NYG,346,349,469,17,9,7,1,.559,365,371,-6,346,520,174,66.5,3157,17,6,3.3,1.2,91.1,49,274,8.61,6.1,5.55,6.21,5.67,9.1,349,568,61.4,3638,21,41,271,6,89.9,469,2451,5.2,16
350,2011,WAS,346,308,438,16,5,11,0,.313,288,367,-79,346,591,245,58.5,3773,19,24,3.2,4.1,73.3,41,285,6.49,6.4,5.97,5.20,4.86,10.9,308,509,60.5,3553,22,41,251,13,87.4,438,1884,4.3,15
351,2007,HOU,346,361,417,16,8,8,0,.500,379,384,-5,346,529,183,65.4,3751,24,21,4.5,4.0,86.1,22,174,3.99,7.1,6.81,6.21,5.96,10.8,361,546,66.1,3682,25,31,196,11,93.6,417,1825,4.4,15
352,2022,DEN,345,392,438,17,5,12,0,.294,287,359,-72,345,571,226,60.4,3592,18,15,3.2,2.6,81.2,63,415,9.94,6.3,5.67,5.74,5.17,10.4,392,605,64.8,3574,20,36,245,15,83.1,438,1866,4.3,12
353,2018,HOU,345,385,385,16,11,5,0,.688,402,316,86,345,506,161,68.2,3781,26,9,5.1,1.8,102.9,62,384,10.92,7.5,6.66,7.70,6.86,11.0,385,594,64.8,4167,28,43,310,15,92.7,385,1323,3.4,8
354,2022,WAS,344,308,441,17,8,8,1,.500,321,343,-22,344,554,210,62.1,3472,24,16,4.3,2.9,84.7,48,311,7.97,6.3,5.77,5.83,5.37,10.1,308,514,59.9,3252,26,43,279,9,90.2,441,1926,4.4,10
355,2019,DET,344,381,455,16,3,12,1,.219,341,423,-82,344,571,227,60.2,3900,28,15,4.9,2.6,88.2,43,287,7.00,6.8,6.35,6.63,6.16,11.3,381,611,62.4,4551,33,28,188,7,99.6,455,1855,4.1,13
356,2018,CHI,344,377,339,16,12,4,0,.750,421,283,138,344,512,168,67.2,3564,28,14,5.5,2.7,95.4,33,183,6.06,7.0,6.54,6.82,6.41,10.4,377,615,61.3,3515,22,50,339,27,72.9,339,1280,3.8,5
357,2014,BAL,344,382,390,16,10,6,0,.625,409,302,107,344,554,210,62.1,3819,27,12,4.9,2.2,91.0,19,167,3.32,6.9,6.66,6.89,6.66,11.1,382,595,64.2,3979,22,49,362,11,90.6,390,1412,3.6,8
358,2003,NYG,344,309,496,16,4,12,0,.250,243,387,-144,344,616,272,55.8,3383,16,20,2.6,3.2,68.4,44,259,6.67,5.5,5.13,4.55,4.25,9.8,309,519,59.5,3412,25,45,298,10,89.5,496,1908,3.8,12
359,2024,JAX,343,389,511,17,4,13,0,.235,320,435,-115,343,546,203,62.8,3477,19,15,3.5,2.7,83.0,32,240,5.54,6.4,6.02,5.83,5.51,10.1,389,580,67.1,4375,29,34,230,6,103.4,511,2254,4.4,19
360,2021,SFO,343,372,439,17,10,7,0,.588,427,365,62,343,514,171,66.7,4221,26,14,5.1,2.7,99.2,33,216,6.03,8.2,7.72,8.00,7.52,12.3,372,545,68.3,3510,25,48,364,9,97.0,439,1760,4.0,17
361,2017,ATL,343,362,402,16,10,6,0,.625,353,315,38,343,530,187,64.7,3990,21,12,4.0,2.3,92.4,24,156,4.33,7.5,7.20,7.30,6.99,11.6,362,553,65.5,3429,22,39,296,8,91.9,402,1665,4.1,9
362,2008,GNB,343,287,458,16,6,10,0,.375,419,380,39,343,541,198,63.4,3813,28,13,5.2,2.4,93.3,34,231,5.91,7.0,6.63,7.00,6.59,11.1,287,518,55.4,3244,22,27,140,22,71.9,458,2105,4.6,20
363,2001,DET,343,312,470,16,2,14,0,.125,270,424,-154,343,609,266,56.3,3596,18,24,3.0,3.9,69.6,66,373,9.78,5.9,5.33,4.72,4.26,10.5,312,514,60.7,3528,30,31,224,16,89.6,470,1993,4.2,15
364,2000,WAS,343,254,430,16,8,8,0,.500,281,269,12,343,561,218,61.1,3648,18,21,3.2,3.7,77.0,32,244,5.40,6.5,6.15,5.46,5.17,10.6,254,462,55.0,2621,12,45,283,17,67.4,430,1853,4.3,9
365,2024,NWE,342,346,507,17,4,13,0,.235,289,417,-128,342,529,187,64.7,2995,18,11,3.4,2.1,85.0,52,348,8.95,5.7,5.15,5.41,4.92,8.8,346,533,64.9,3596,27,28,153,7,96.9,507,2233,4.4,16
366,2015,TEN,342,319,462,16,3,13,0,.188,299,423,-124,342,551,209,62.1,3503,25,17,4.5,3.1,85.5,54,390,8.93,6.4,5.79,5.88,5.35,10.2,319,503,63.4,3678,34,39,271,11,101.1,462,1797,3.9,11
367,2007,DAL,342,342,381,16,13,3,0,.813,455,325,130,342,531,189,64.4,4105,36,19,6.8,3.6,97.1,25,185,4.50,7.7,7.38,7.48,7.14,12.0,342,581,58.9,3409,19,46,319,19,75.1,381,1513,4.0,12
368,2006,MIA,342,279,461,16,6,10,0,.375,260,283,-23,342,591,249,57.9,3287,16,19,2.7,3.2,71.2,41,290,6.49,5.6,5.20,4.66,4.35,9.6,279,497,56.1,3007,22,47,268,8,84.4,461,1618,3.5,7
369,2000,KAN,342,358,441,16,7,9,0,.438,355,354,1,342,582,240,58.8,4149,29,15,5.0,2.6,88.5,34,259,5.52,7.1,6.74,6.97,6.58,12.1,358,549,65.2,3471,25,51,266,15,88.6,441,1809,4.1,13
370,2024,CAR,341,360,592,17,5,12,0,.294,341,534,-193,341,547,206,62.3,3188,22,15,4.0,2.7,82.0,36,223,6.17,5.8,5.47,5.40,5.07,9.3,360,530,67.9,3820,35,32,223,9,105.4,592,3057,5.2,24
371,2019,SEA,341,383,388,16,11,5,0,.688,405,398,7,341,517,176,66.0,3791,31,6,6.0,1.2,105.3,48,319,8.50,7.3,6.71,8.01,7.33,11.1,383,598,64.0,4223,19,28,184,16,85.6,388,1883,4.9,22
372,2017,PHI,341,363,337,16,13,3,0,.813,457,295,162,341,564,223,60.5,3737,38,9,6.7,1.6,97.6,36,230,6.00,6.6,6.23,7.26,6.82,11.0,363,601,60.4,3637,24,38,246,19,79.5,337,1267,3.8,7
373,2011,PIT,341,289,399,16,12,4,0,.750,325,227,98,341,539,198,63.3,4054,21,15,3.9,2.8,89.7,42,279,7.23,7.5,6.98,7.05,6.54,11.9,289,530,54.5,2751,15,35,230,11,71.7,399,1597,4.0,7
374,2009,DEN,341,298,458,16,8,8,0,.500,326,324,2,341,558,217,61.1,3627,21,13,3.8,2.3,84.4,34,198,5.74,6.5,6.13,6.20,5.85,10.6,298,510,58.4,2981,18,39,241,17,75.0,458,2059,4.5,11
375,2007,BAL,341,293,446,16,5,11,0,.313,275,384,-109,341,557,216,61.2,3035,13,14,2.3,2.5,75.2,39,273,6.54,5.4,5.09,4.78,4.47,8.9,293,490,59.8,3557,27,32,183,17,87.6,446,1268,2.8,9
376,2024,NOR,340,366,489,17,5,12,0,.294,338,398,-60,340,551,211,61.7,3488,21,12,3.8,2.2,85.3,37,242,6.29,6.3,5.93,6.11,5.73,10.3,366,591,61.9,4055,19,39,240,14,84.8,489,2404,4.9,20
377,2017,SEA,340,325,452,16,9,7,0,.563,366,332,34,340,555,215,61.3,3657,34,12,6.1,2.2,94.4,43,322,7.19,6.6,6.12,6.84,6.35,10.8,325,554,58.7,3347,19,39,269,14,79.1,452,1824,4.0,14
378,2009,CHI,340,341,467,16,7,9,0,.438,327,375,-48,340,563,223,60.4,3473,27,27,4.8,4.8,75.6,35,204,5.85,6.2,5.81,4.97,4.68,10.2,341,531,64.2,3382,29,35,272,13,92.3,467,2022,4.3,14
379,2009,WAS,340,314,449,16,4,12,0,.250,266,336,-70,340,533,193,63.8,3490,21,16,3.9,3.0,85.5,46,307,7.94,6.5,6.03,5.98,5.51,10.3,314,511,61.4,3316,19,40,241,11,85.7,449,1799,4.0,10
380,2004,TAM,340,247,480,16,5,11,0,.313,301,304,-3,340,512,172,66.4,3474,24,18,4.7,3.5,89.1,44,299,7.91,6.8,6.25,6.14,5.65,10.2,247,436,56.7,2579,21,45,264,16,77.2,480,1973,4.1,8
381,2000,CAR,340,352,426,16,7,9,0,.438,310,310,0,340,566,226,60.1,3468,19,19,3.4,3.4,77.7,69,382,10.87,6.1,5.46,5.29,4.71,10.2,352,552,63.8,3712,19,27,226,17,83.6,426,1944,4.6,12
382,2017,ARI,339,343,407,16,8,8,0,.500,295,361,-66,339,598,259,56.7,3640,21,18,3.5,3.0,76.2,52,339,8.00,6.1,5.60,5.43,5.00,10.7,343,564,60.8,3541,24,37,255,15,83.9,407,1432,3.5,12
383,2016,DEN,339,306,482,16,9,7,0,.563,333,297,36,339,570,231,59.5,3685,20,11,3.5,1.9,83.9,40,229,6.56,6.5,6.04,6.30,5.89,10.9,306,552,55.4,2972,13,42,228,14,69.7,482,2085,4.3,15
384,2012,IND,339,334,428,16,11,5,0,.688,357,387,-30,339,628,289,54.0,4128,23,18,3.7,2.9,76.4,41,246,6.13,6.6,6.17,6.02,5.65,12.2,334,535,62.4,3788,23,32,189,12,90.1,428,2200,5.1,14
385,2010,NYG,339,308,389,16,10,6,0,.625,394,347,47,339,539,200,62.9,3885,31,25,5.8,4.6,85.3,16,117,2.88,7.2,7.00,6.27,6.09,11.5,308,539,57.1,3370,24,46,316,16,80.7,389,1620,4.2,11
386,2008,NWE,339,288,415,16,11,5,0,.688,410,309,101,339,534,195,63.5,3569,21,11,3.9,2.1,89.1,48,221,8.25,6.7,6.13,6.54,6.00,10.5,288,474,60.8,3222,27,31,239,14,89.8,415,1722,4.1,8
387,2003,KAN,339,332,453,16,13,3,0,.813,484,332,152,339,536,197,63.2,3981,24,12,4.5,2.2,92.4,21,132,3.77,7.4,7.15,7.32,7.04,11.7,332,565,58.8,3363,19,36,251,25,70.5,453,2344,5.2,18
388,2023,NYG,338,371,475,17,6,11,0,.353,266,407,-141,338,518,180,65.3,2886,15,12,2.9,2.3,83.4,85,465,14.10,5.6,4.79,5.11,4.39,8.5,371,582,63.7,3898,21,34,259,18,84.1,475,2251,4.7,24
389,2022,NOR,338,322,492,17,7,10,0,.412,330,345,-15,338,512,174,66.0,3692,24,14,4.7,2.7,93.6,38,277,6.91,7.2,6.71,6.92,6.44,10.9,322,536,60.1,3134,17,48,279,7,83.8,492,2218,4.5,14
390,2022,SFO,338,389,389,17,13,4,0,.765,450,277,173,338,512,174,66.0,3856,30,9,5.9,1.8,102.3,31,193,5.71,7.5,7.10,7.91,7.46,11.4,389,593,65.6,3789,20,44,307,20,82.7,389,1321,3.4,11
391,2016,CLE,338,347,498,16,1,15,0,.063,264,452,-188,338,567,229,59.6,3264,15,14,2.6,2.5,77.4,66,429,10.43,5.8,5.16,5.17,4.64,9.7,347,543,63.9,3996,36,26,177,10,101.8,498,2283,4.6,18
392,2012,SDG,338,347,406,16,7,9,0,.438,350,350,0,338,528,190,64.0,3295,26,15,4.9,2.8,88.5,49,311,8.49,6.2,5.71,5.95,5.44,9.7,347,568,61.1,3681,28,38,244,14,87.9,406,1542,3.8,10
393,2009,NYG,338,314,423,16,8,8,0,.500,402,427,-25,338,542,204,62.4,4019,28,14,5.2,2.6,93.2,32,227,5.57,7.4,7.00,7.29,6.88,11.9,314,498,63.1,3425,31,32,237,13,95.1,423,1773,4.2,21
394,2009,SDG,338,326,422,16,13,3,0,.813,454,320,134,338,519,181,65.1,4338,29,10,5.6,1.9,103.1,26,168,4.77,8.4,7.96,8.61,8.20,12.8,326,534,61.0,3348,23,35,221,14,84.2,422,1884,4.5,10
395,2005,SDG,338,338,386,16,9,7,0,.563,418,312,106,338,526,188,64.3,3495,27,16,5.1,3.0,89.7,31,243,5.57,6.6,6.27,6.30,5.95,10.3,338,567,59.6,3599,20,46,289,10,84.7,386,1349,3.5,14
396,2002,CLE,338,299,483,16,9,7,0,.563,344,320,24,338,552,214,61.2,3412,27,22,4.9,4.0,80.5,35,253,5.96,6.2,5.81,5.37,5.05,10.1,299,513,58.3,3269,20,28,172,17,77.8,483,2079,4.3,12
397,2002,NYG,338,311,407,16,10,6,0,.625,320,279,41,338,549,211,61.6,3951,19,14,3.5,2.6,85.4,24,152,4.19,7.2,6.90,6.74,6.46,11.7,311,541,57.5,3119,17,37,250,11,77.9,407,1830,4.5,12
398,2023,DEN,337,382,469,17,8,9,0,.471,357,413,-56,337,513,176,65.7,3262,28,9,5.5,1.8,96.7,52,304,9.20,6.4,5.77,6.66,6.05,9.7,382,572,66.8,3972,29,42,330,11,98.0,469,2331,5.0,15
399,2012,ARI,337,270,506,16,5,11,0,.313,250,357,-107,337,608,271,55.4,3005,11,21,1.8,3.5,63.1,58,378,8.71,4.9,4.51,3.75,3.42,8.9,270,497,54.3,3213,20,38,228,22,71.2,506,2192,4.3,12
400,2005,PHI,337,297,506,16,6,10,0,.375,310,388,-78,337,620,283,54.4,3677,21,20,3.4,3.2,71.5,42,226,6.34,5.9,5.55,5.16,4.83,10.9,297,503,59.0,3323,24,29,184,17,82.2,506,1883,3.7,15
401,2002,MIN,337,335,394,16,6,10,0,.375,390,442,-52,337,558,221,60.4,3685,19,23,3.4,4.1,76.1,49,266,8.07,6.6,6.07,5.43,4.99,10.9,335,542,61.8,4103,33,27,197,16,94.6,394,1666,4.2,15
402,2024,TEN,336,314,503,17,3,14,0,.176,311,460,-149,336,530,194,63.4,3317,22,21,4.2,4.0,80.7,52,304,8.93,6.3,5.70,5.31,4.83,9.9,314,473,66.4,3014,27,32,202,11,95.1,503,2277,4.5,21
403,2024,LAC,336,367,426,17,11,6,0,.647,402,301,101,336,510,174,65.9,3629,23,3,4.5,0.6,101.4,44,272,7.94,7.1,6.55,7.75,7.14,10.8,367,565,65.0,3517,24,46,245,15,87.1,426,1997,4.7,7
404,2023,SFO,336,410,369,17,12,5,0,.706,491,298,193,336,491,155,68.4,4384,33,12,6.7,2.4,110.2,34,193,6.48,8.9,8.35,9.17,8.58,13.0,410,621,66.0,3642,20,48,307,22,79.6,369,1525,4.1,10
405,2007,ATL,336,336,481,16,4,12,0,.250,259,414,-155,336,555,219,60.5,3293,18,15,3.2,2.7,78.9,47,277,7.81,5.9,5.47,5.37,4.95,9.8,336,536,62.7,3655,27,25,146,16,88.2,481,2033,4.2,12
406,2004,PHI,336,334,442,16,13,3,0,.813,386,260,126,336,547,211,61.4,3979,32,11,5.9,2.0,96.4,37,229,6.34,7.3,6.81,7.54,7.06,11.8,334,550,60.7,3212,16,47,263,17,75.8,442,1903,4.3,13
407,2022,CLE,335,315,488,17,7,10,0,.412,361,381,-20,335,540,205,62.0,3444,19,12,3.5,2.2,84.9,44,266,7.53,6.4,5.90,6.08,5.62,10.3,315,519,60.7,3336,20,34,211,11,85.2,488,2295,4.7,22
408,2012,CIN,335,346,423,16,10,6,0,.625,391,320,71,335,540,205,62.0,3578,28,16,5.2,3.0,88.1,46,229,7.85,6.6,6.11,6.33,5.83,10.7,346,560,61.8,3400,16,51,361,14,80.7,423,1715,4.1,13
409,2010,MIA,335,288,447,16,7,9,0,.438,273,333,-60,335,557,222,60.1,3527,17,21,3.1,3.8,74.8,38,228,6.39,6.3,5.93,5.25,4.91,10.5,288,502,57.4,3348,22,39,225,11,85.0,447,1601,3.6,8
410,2009,PHI,335,354,413,16,11,5,0,.688,429,337,92,335,553,218,60.6,4089,27,13,4.9,2.4,92.0,38,291,6.43,7.4,6.92,7.31,6.84,12.2,354,580,61.0,3462,27,44,316,25,77.6,413,1675,4.1,11
411,2008,JAX,335,297,428,16,5,11,0,.313,302,367,-65,335,537,202,62.4,3332,15,13,2.8,2.4,81.4,42,288,7.25,6.2,5.75,5.67,5.26,9.9,297,465,63.9,3586,25,29,191,13,95.4,428,1709,4.0,14
412,2007,KAN,335,276,481,16,4,12,0,.250,226,335,-109,335,563,228,59.5,3181,17,20,3.0,3.6,73.0,55,344,8.90,5.7,5.15,4.66,4.24,9.5,276,462,59.7,3022,17,37,252,14,81.0,481,2089,4.3,11
413,2005,BAL,335,296,431,16,6,10,0,.375,265,299,-34,335,562,227,59.6,3088,17,21,3.0,3.7,71.3,42,293,6.95,5.5,5.11,4.42,4.11,9.2,296,525,56.4,2958,18,42,270,11,77.4,431,1591,3.7,8
414,2001,MIN,335,291,477,16,5,11,0,.313,290,390,-100,335,555,220,60.4,3576,23,23,4.1,4.1,77.9,47,278,7.81,6.4,5.94,5.41,4.99,10.7,291,478,60.9,3367,16,30,204,8,88.1,477,2299,4.8,21
415,2020,PHI,334,364,481,16,4,11,1,.281,334,418,-84,334,598,264,55.9,3327,22,20,3.7,3.3,72.9,65,401,9.80,5.6,5.02,4.79,4.32,10.0,364,530,68.7,3798,27,49,324,8,102.4,481,2012,4.2,20
416,2018,BAL,334,337,354,16,10,6,0,.625,389,287,102,334,556,222,60.1,3558,18,9,3.2,1.6,84.0,32,150,5.44,6.4,6.05,6.32,5.97,10.7,337,577,58.4,3360,21,43,291,12,80.6,354,1327,3.7,11
417,2015,CHI,334,322,433,16,6,10,0,.375,335,397,-62,334,523,189,63.9,3660,21,12,4.0,2.3,89.7,34,183,6.10,7.0,6.57,6.77,6.36,11.0,322,513,62.8,3593,31,35,237,8,99.1,433,1934,4.5,9
418,2015,CIN,334,415,344,16,12,4,0,.750,419,279,140,334,505,171,66.1,3923,31,9,6.1,1.8,104.1,32,181,5.96,7.8,7.31,8.19,7.71,11.7,415,646,64.2,3976,18,42,288,21,78.9,344,1477,4.3,8
419,2015,DAL,334,330,460,16,4,12,0,.250,275,374,-99,334,528,194,63.3,3471,16,22,3.0,4.2,76.6,33,206,5.88,6.6,6.19,5.30,4.99,10.4,330,506,65.2,3636,19,31,229,8,94.2,460,1931,4.2,16
420,2012,BAL,334,335,492,16,10,6,0,.625,398,344,54,334,560,226,59.6,3739,22,11,3.9,2.0,86.4,38,257,6.35,6.7,6.25,6.58,6.16,11.2,335,557,60.1,3650,15,37,250,13,80.6,492,1965,4.0,15
421,2010,DEN,334,297,531,16,4,12,0,.250,344,471,-127,334,580,246,57.6,4038,25,12,4.3,2.1,86.8,40,269,6.45,7.0,6.51,6.89,6.45,12.1,297,502,59.2,3780,26,23,156,10,93.0,531,2473,4.7,26
422,2015,SEA,333,333,362,16,10,6,0,.625,423,277,146,333,489,156,68.1,3790,34,8,7.0,1.6,109.8,46,271,8.60,7.8,7.08,8.40,7.68,11.4,333,548,60.8,3364,14,37,255,14,78.1,362,1304,3.6,10
423,2013,KAN,333,334,428,16,11,5,0,.688,430,305,125,333,546,213,61.0,3340,24,8,4.4,1.5,88.6,41,221,6.98,6.1,5.69,6.34,5.89,10.0,334,592,56.4,3962,25,47,309,21,78.5,428,1923,4.5,9
424,2007,STL,333,318,445,16,3,13,0,.188,263,438,-175,333,574,241,58.0,3233,19,28,3.3,4.9,67.0,48,328,7.72,5.6,5.20,4.10,3.78,9.7,318,523,60.8,3613,25,31,234,18,85.0,445,1844,4.1,16
425,2003,MIN,333,311,387,16,9,7,0,.563,416,353,63,333,520,187,64.0,3951,32,13,6.2,2.5,99.0,42,218,7.47,7.6,7.03,7.70,7.13,11.9,311,531,58.6,3477,17,37,245,28,68.8,387,1879,4.9,22
426,2000,JAX,333,258,436,16,7,9,0,.438,367,327,40,333,545,212,61.1,3658,22,15,4.0,2.8,85.2,54,289,9.02,6.7,6.11,6.28,5.71,11.0,258,458,56.3,3160,23,40,247,12,85.8,436,1685,3.9,14
427,2021,CHI,332,314,483,17,6,11,0,.353,311,407,-96,332,542,210,61.3,3207,16,20,3.0,3.7,75.5,58,428,9.67,5.9,5.35,4.85,4.38,9.7,314,477,65.8,3257,31,49,366,8,103.3,483,2127,4.4,14
428,2017,DEN,332,294,428,16,5,11,0,.313,289,382,-93,332,566,234,58.7,3333,19,22,3.4,3.9,73.0,52,335,8.41,5.9,5.39,4.81,4.41,10.0,294,491,59.9,3210,29,33,175,10,91.9,428,1430,3.3,9
429,2012,STL,332,362,442,16,7,8,1,.469,299,348,-49,332,557,225,59.6,3550,22,14,3.9,2.5,82.7,35,233,5.91,6.4,6.00,6.03,5.68,10.7,362,547,66.2,3602,16,52,325,17,83.9,442,1880,4.3,18
430,2009,ATL,332,335,433,16,9,7,0,.563,363,325,38,332,570,238,58.2,3571,26,17,4.6,3.0,80.4,27,126,4.52,6.3,5.98,5.84,5.57,10.8,335,536,62.5,3871,25,28,170,15,89.5,433,1711,4.0,10
431,2006,MIN,332,355,348,16,6,10,0,.375,282,327,-45,332,540,208,61.5,3123,13,20,2.4,3.7,72.2,43,279,7.38,5.8,5.36,4.60,4.26,9.4,355,599,59.3,3818,15,30,197,21,73.1,348,985,2.8,9
432,2019,SFO,331,318,401,16,13,3,0,.813,479,310,169,331,478,147,69.2,3792,28,13,5.9,2.7,103.1,36,237,7.00,7.9,7.38,7.88,7.33,11.5,318,519,61.3,2707,23,48,367,12,83.0,401,1802,4.5,11
433,2018,CIN,331,389,466,16,6,10,0,.375,368,455,-87,331,542,211,61.1,3290,27,13,5.0,2.4,87.0,37,279,6.39,6.1,5.68,5.99,5.60,9.9,389,584,66.6,4414,32,34,173,12,100.0,466,2204,4.7,17
434,2018,SFO,331,344,444,16,4,12,0,.250,342,435,-93,331,532,201,62.2,3867,26,20,4.9,3.8,87.8,48,380,8.28,7.3,6.67,6.55,6.01,11.7,344,542,63.5,3732,35,37,227,2,105.4,444,1814,4.1,13
435,2010,NWE,331,388,409,16,14,2,0,.875,518,313,205,331,507,176,65.3,3847,37,5,7.3,1.0,109.8,25,175,4.70,7.6,7.23,8.60,8.20,11.6,388,611,63.5,4136,25,36,212,25,81.2,409,1728,4.2,10
436,2009,MIA,331,281,435,16,7,9,0,.438,360,390,-30,331,545,214,60.7,3170,15,19,2.8,3.5,73.3,34,226,5.87,5.8,5.47,4.80,4.52,9.6,281,489,57.5,3754,23,44,242,15,86.9,435,1835,4.2,16
437,2000,PHI,331,314,453,16,11,5,0,.688,351,245,106,331,575,244,57.6,3124,21,15,3.7,2.6,75.9,45,262,7.26,5.4,5.04,4.99,4.63,9.4,314,552,56.9,2990,11,50,291,19,66.6,453,1830,4.0,10
438,2011,PHI,330,301,414,16,8,8,0,.500,396,328,68,330,554,224,59.6,4110,22,25,4.0,4.5,78.3,32,166,5.46,7.4,7.01,6.18,5.84,12.5,301,518,58.1,3397,27,50,316,15,85.7,414,1801,4.4,11
439,2008,MIA,330,320,388,16,11,5,0,.688,345,317,28,330,491,161,67.2,3632,20,7,4.1,1.4,97.6,26,129,5.03,7.4,7.03,7.57,7.19,11.0,320,551,58.1,3644,18,40,218,18,77.0,388,1620,4.2,11
440,2004,OAK,330,315,537,16,5,11,0,.313,320,442,-122,330,582,252,56.7,3858,24,22,4.1,3.8,76.1,30,161,4.90,6.6,6.30,5.75,5.47,11.7,315,510,61.8,3924,30,25,182,9,99.4,537,2012,3.7,21
441,2024,BUF,329,396,435,17,13,4,0,.765,525,368,157,329,520,191,63.3,3875,30,6,5.8,1.2,100.8,14,63,2.62,7.5,7.26,8.09,7.87,11.8,396,578,68.5,3843,28,39,257,16,93.3,435,1963,4.5,13
